"Journal Data Filtered By:  Selected Categories: ONCOLOGY;MULTIDISCIPLINARY SCIENCES Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"Cancer Informatics","CANCER INFORM","SAGE PUBLICATIONS LTD","N/A","1176-9351","ONCOLOGY","ESCI","812","2.1","Q3","0.49","98.77"%,
"Journal of Gastrointestinal Oncology","J GASTROINTEST ONCOL","AME PUBLISHING COMPANY","2078-6891","2219-679X","ONCOLOGY","SCIE","4,621","2.1","Q3","0.46","99.22"%,
"Oncology Letters","ONCOL LETT","SPANDIDOS PUBL LTD","1792-1074","1792-1082","ONCOLOGY","SCIE","23,961","2.1","Q3","0.45","99.32"%,
"Familial Cancer","FAM CANCER","SPRINGER","1389-9600","1573-7292","ONCOLOGY","SCIE","1,780","2.1","Q3","0.43","47.65"%,
"LEUKEMIA & LYMPHOMA","LEUKEMIA LYMPHOMA","TAYLOR & FRANCIS LTD","1042-8194","1029-2403","ONCOLOGY","SCIE","9,091","2.1","Q3","0.41","12.17"%,
"Oncologie","ONCOLOGIE","WALTER DE GRUYTER GMBH","1292-3818","1765-2839","ONCOLOGY","SCIE","541","2.1","Q3","0.4","99.59"%,
"Translational Cancer Research","TRANSL CANCER RES","AME PUBLISHING COMPANY","2218-676X","2219-6803","ONCOLOGY","SCIE","6,180","2.1","Q3","0.4","99.93"%,
"European Journal of Breast Health","EUR J BREAST HEALTH","GALENOS PUBL HOUSE","N/A","2587-0831","ONCOLOGY","ESCI","743","2.1","Q3","0.39","99.28"%,
"Molecular & Cellular Oncology","MOL CELL ONCOL","TAYLOR & FRANCIS INC","N/A","2372-3556","ONCOLOGY","ESCI","1,092","2.1","Q3","0.39","100"%,
"CANCER JOURNAL","CANCER J","LIPPINCOTT WILLIAMS & WILKINS","1528-9117","1540-336X","ONCOLOGY","SCIE","2,925","2.1","Q3","0.34","4.11"%,
"Asia-Pacific Journal of Clinical Oncology","ASIA-PAC J CLIN ONCO","WILEY","1743-7555","1743-7563","ONCOLOGY","SCIE","2,111","2.1","Q3","0.33","36.4"%,
"Pleura and Peritoneum","PLEURA PERITONEUM","WALTER DE GRUYTER GMBH","2364-7671","2364-768X","ONCOLOGY","ESCI","439","2","Q4","0.65","100"%,
"Technical Innovations & Patient Support in Radiation Oncology","TECH INNOV PATIENT S","ELSEVIER","N/A","2405-6324","ONCOLOGY","ESCI","676","2","Q4","0.59","100"%,
"EJC Paediatric Oncology","EJC PAEDIATR ONCOL","ELSEVIER","N/A","2772-610X","ONCOLOGY","ESCI","267","2","Q4","0.57","99.42"%,
"International Journal of Particle Therapy","INT J PART THER","ELSEVIER","N/A","2331-5180","ONCOLOGY","ESCI","676","2","Q4","0.57","100"%,
"ANTI-CANCER DRUGS","ANTI-CANCER DRUG","LIPPINCOTT WILLIAMS & WILKINS","0959-4973","1473-5741","ONCOLOGY","SCIE","4,071","2","Q4","0.56","27.32"%,
"Tumori Journal","TUMORI J","SAGE PUBLICATIONS LTD","0300-8916","2038-2529","ONCOLOGY","SCIE","1,986","2","Q4","0.36","24.79"%,
"ONCOLOGY-NEW YORK","ONCOLOGY-NY","UBM MEDICA","0890-9091","2767-7389","ONCOLOGY","SCIE","1,430","2","Q4","0.35","0"%,
"Hepatic Oncology","HEPAT ONCOL","TAYLOR & FRANCIS LTD","2045-0923","2045-0931","ONCOLOGY","ESCI","225","2","Q4","0.3","100"%,
"Applied Research","APPL RES-GER","WILEY-V C H VERLAG GMBH","2702-4288","2702-4288","MULTIDISCIPLINARY SCIENCES","ESCI","424","2","Q2","0.29","32.35"%,
"Clinical Advances in Hematology & Oncology","CLIN ADV HEMATOL ONC","MILLENNIUM MEDICAL PUBLISHING, INC","1543-0790","1543-0790","ONCOLOGY","ESCI","694","2","Q4","0.28","0"%,
"Surgical Oncology Clinics of North America","SURG ONCOL CLIN N AM","W B SAUNDERS CO-ELSEVIER INC","1055-3207","1558-5042","ONCOLOGY","SCIE","1,771","1.9","Q4","0.81","0"%,
"JOURNAL OF SURGICAL ONCOLOGY","J SURG ONCOL","WILEY","0022-4790","1096-9098","ONCOLOGY","SCIE","11,539","1.9","Q4","0.62","31.57"%,
"International Journal of Breast Cancer","INT J BREAST CANCER","WILEY","2090-3170","2090-3189","ONCOLOGY","ESCI","558","1.9","Q4","0.48","100"%,
"SOUTH AFRICAN JOURNAL OF SCIENCE","S AFR J SCI","ACAD SCIENCE SOUTH AFRICA - ASSAf","0038-2353","1996-7489","MULTIDISCIPLINARY SCIENCES","SCIE","3,756","1.9","Q2","0.44","99.17"%,
"Applied Network Science","APPL NETW SCI","SPRINGERNATURE","N/A","2364-8228","MULTIDISCIPLINARY SCIENCES","ESCI","1,583","1.9","Q2","0.38","100"%,
"Data in Brief","DATA BRIEF","ELSEVIER","2352-3409","2352-3409","MULTIDISCIPLINARY SCIENCES","ESCI","13,493","1.9","Q2","0.38","100"%,
"ONCOLOGY","ONCOLOGY-BASEL","KARGER","0030-2414","1423-0232","ONCOLOGY","SCIE","3,907","1.9","Q4","0.36","13.37"%,
"Molecular and Clinical Oncology","MOL CLIN ONCOL","SPANDIDOS PUBL LTD","2049-9450","2049-9469","ONCOLOGY","ESCI","3,288","1.9","Q4","0.33","99.68"%,
"MELANOMA RESEARCH","MELANOMA RES","LIPPINCOTT WILLIAMS & WILKINS","0960-8931","1473-5636","ONCOLOGY","SCIE","2,188","1.8","Q4","0.52","22.34"%,
"Cancer Biomarkers","CANCER BIOMARK","SAGE PUBLICATIONS INC","1574-0153","1875-8592","ONCOLOGY","SCIE","2,887","1.8","Q4","0.49","42.32"%,
"ANTICANCER RESEARCH","ANTICANCER RES","INT INST ANTICANCER RESEARCH","0250-7005","1791-7530","ONCOLOGY","SCIE","19,645","1.8","Q4","0.41","31.9"%,
"AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS","AM J CLIN ONCOL-CANC","LIPPINCOTT WILLIAMS & WILKINS","0277-3732","1537-453X","ONCOLOGY","SCIE","4,300","1.8","Q4","0.36","10.93"%,
"American Journal of Translational Research","AM J TRANSL RES","E-CENTURY PUBLISHING CORP","1943-8141","1943-8141","ONCOLOGY","SCIE","14,245","1.8","Q4","0.36","1.4"%,
"Annals of Breast Surgery","ANN BREAST SURG","AME PUBLISHING COMPANY","N/A","2616-2776","ONCOLOGY","ESCI","216","1.8","Q4","0.32","86.32"%,
"FOLIA BIOLOGICA","FOLIA BIOL-PRAGUE","CHARLES UNIV PRAGUE, FIRST FACULTY MEDICINE","0015-5500","0015-5500","ONCOLOGY","SCIE","494","1.8","Q4","0.26","100"%,
"Hepatoma Research","HEPATOMA RES","OAE PUBLISHING INC","2394-5079","2454-2520","ONCOLOGY","ESCI","572","1.8","Q4","0.25","100"%,
"Prostate Cancer","PROSTATE CANCER-US","WILEY","2090-3111","2090-312X","ONCOLOGY","ESCI","235","1.8","Q4","0.24","100"%,
"Science of Nature","SCI NAT-HEIDELBERG","SPRINGER HEIDELBERG","0028-1042","1432-1904","MULTIDISCIPLINARY SCIENCES","SCIE","1,447","1.7","Q2","0.65","31.13"%,
"ONCOLOGY NURSING FORUM","ONCOL NURS FORUM","ONCOLOGY NURSING SOC","0190-535X","1538-0688","ONCOLOGY","SCIE","3,703","1.7","Q4","0.48","0.74"%,
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","CANCER BIOTHER RADIO","SAGE PUBLICATIONS INC","1084-9785","1557-8852","ONCOLOGY","SCIE","2,507","1.7","Q4","0.46","7.65"%,
"BMC Research Notes","BMC RES NOTES","SPRINGERNATURE","N/A","1756-0500","MULTIDISCIPLINARY SCIENCES","ESCI","16,348","1.7","Q2","0.44","99.69"%,
"Brachytherapy","BRACHYTHERAPY","ELSEVIER SCIENCE INC","1538-4721","1873-1449","ONCOLOGY","SCIE","2,293","1.7","Q4","0.42","10.49"%,
"Journal of Breast Imaging","J BREAST IMAGING","OXFORD UNIV PRESS","2631-6110","2631-6129","ONCOLOGY","ESCI","779","1.7","Q4","0.41","8.82"%,
"Medical Dosimetry","MED DOSIM","ELSEVIER SCIENCE INC","0958-3947","1873-4022","ONCOLOGY","SCIE","1,182","1.7","Q4","0.4","14.81"%,
"Reports of Practical Oncology and Radiotherapy","REP PRACT ONCOL RADI","VIA MEDICA","1507-1367","2083-4640","ONCOLOGY","ESCI","1,736","1.7","Q4","0.4","99.61"%,
"ESMO Gastrointestinal Oncology","ESMO GASTROINTEST ON","ELSEVIER","N/A","2949-8198","ONCOLOGY","ESCI","162","1.7","Q4","0.21","98.84"%,
"COMPLEXITY","COMPLEXITY","WILEY","1076-2787","1099-0526","MULTIDISCIPLINARY SCIENCES","SCIE","9,543","1.6","Q2","0.56","100"%,
"Journal of Pediatric Hematology-Oncology Nursing","J PEDIAT HEMAT ONC N","SAGE PUBLICATIONS INC","2752-7530","2752-7549","ONCOLOGY","SCIE","233","1.6","Q4","0.51","9.62"%,
"JOURNAL OF CANCER EDUCATION","J CANCER EDUC","SPRINGER","0885-8195","1543-0154","ONCOLOGY","SCIE","4,247","1.6","Q4","0.45","31.22"%,
"GigaByte","GIGABYTE-PRC","GigaScience Press","N/A","2709-4715","MULTIDISCIPLINARY SCIENCES","ESCI","311","1.6","Q2","0.39","78.57"%,
"African Journal of Science Technology Innovation & Development","AFR J SCI TECHNOL IN","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2042-1338","2042-1346","MULTIDISCIPLINARY SCIENCES","ESCI","1,193","1.6","Q2","0.36","14.21"%,
"Journal of Adolescent and Young Adult Oncology","J ADOLESC YOUNG ADUL","SAGE PUBLICATIONS INC","2156-5333","2156-535X","ONCOLOGY","SCIE","1,791","1.6","Q4","0.29","5.56"%,
"Smart Science","SMART SCI","TAYLOR & FRANCIS LTD","N/A","2308-0477","MULTIDISCIPLINARY SCIENCES","ESCI","488","1.6","Q2","0.29","0"%,
"Journal of Cancer Metastasis and Treatment","J CANCER METAS TREAT","OAE PUBLISHING INC","2394-4722","2454-2857","ONCOLOGY","ESCI","584","1.6","Q4","0.17","98.97"%,
"Science and Innovation","SCI INNOV","NATL ACAD SCIENCES UKRAINE","2409-9066","2413-4996","MULTIDISCIPLINARY SCIENCES","ESCI","330","1.6","Q2","0.13","99.34"%,
"Hematology Transfusion and Cell Therapy","HEMATOL TRANSF CELL","ELSEVIER","2531-1379","2531-1379","ONCOLOGY","ESCI","971","1.5","Q4","0.31","100"%,
"Journal of Contemporary Brachytherapy","J CONTEMP BRACHYTHER","TERMEDIA PUBLISHING HOUSE LTD","1689-832X","2081-2841","ONCOLOGY","SCIE","1,041","1.5","Q4","0.31","97.47"%,
"eCancerMedicalScience","ECANCERMEDICALSCIENC","eCancer Global Foundation","1754-6605","1754-6605","ONCOLOGY","ESCI","2,686","1.5","Q4","0.28","96.79"%,
"Iranian Journal of Science","IRAN J SCI","SPRINGER INT PUBL AG","2731-8095","2731-8109","MULTIDISCIPLINARY SCIENCES","SCIE","614","1.4","Q3","0.57","1.34"%,
"DISCRETE DYNAMICS IN NATURE AND SOCIETY","DISCRETE DYN NAT SOC","WILEY","1026-0226","1607-887X","MULTIDISCIPLINARY SCIENCES","SCIE","3,750","1.4","Q3","0.44","100"%,
"Baghdad Science Journal","BAGHDAD SCI J","COLL SCIENCE WOMEN, UNIV BAGHDAD","2078-8665","2411-7986","MULTIDISCIPLINARY SCIENCES","ESCI","2,060","1.4","Q3","0.36","98.26"%,
"CHEMOTHERAPY","CHEMOTHERAPY","KARGER","0009-3157","1421-9794","ONCOLOGY","SCIE","1,311","1.4","Q4","0.34","11.11"%,
"PEDIATRIC HEMATOLOGY AND ONCOLOGY","PEDIATR HEMAT ONCOL","TAYLOR & FRANCIS INC","0888-0018","1521-0669","ONCOLOGY","SCIE","1,529","1.4","Q4","0.32","3.48"%,
"All Life","ALL LIFE","TAYLOR & FRANCIS LTD","2689-5293","2689-5307","MULTIDISCIPLINARY SCIENCES","SCIE","517","1.4","Q3","0.28","100"%,
"Oncology Research and Treatment","ONCOL RES TREAT","KARGER","2296-5270","2296-5262","ONCOLOGY","SCIE","1,322","1.4","Q4","0.28","16.22"%,
"Journal of Cancer Research and Therapeutics","J CANCER RES THER","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0973-1482","1998-4138","ONCOLOGY","SCIE","5,191","1.4","Q4","0.26","100"%,
"ISSUES IN SCIENCE AND TECHNOLOGY","ISSUES SCI TECHNOL","NATL ACAD SCIENCES","0748-5492","1938-1557","MULTIDISCIPLINARY SCIENCES","SCIE","834","1.4","Q3","0.17","0"%,
"Kidney Cancer","KIDNEY CANCER","SAGE PUBLICATIONS INC","2468-4562","2468-4570","ONCOLOGY","ESCI","171","1.4","Q4","0.17","79.17"%,
"INTERDISCIPLINARY SCIENCE REVIEWS","INTERDISCIPL SCI REV","SAGE PUBLICATIONS INC","0308-0188","1743-2790","MULTIDISCIPLINARY SCIENCES","SCIE","755","1.3","Q3","0.51","40.35"%,
"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES","P NATL A SCI INDIA A","NATL ACAD SCIENCES INDIA","0369-8203","2250-1762","MULTIDISCIPLINARY SCIENCES","SCIE","763","1.3","Q3","0.4","3.51"%,
"Cancer Radiotherapie","CANCER RADIOTHER","ELSEVIER","1278-3218","1769-6658","ONCOLOGY","SCIE","1,497","1.3","Q4","0.37","19.74"%,
"International Journal of Clinical and Experimental Pathology","INT J CLIN EXP PATHO","E-CENTURY PUBLISHING CORP","1936-2625","1936-2625","ONCOLOGY","ESCI","7,483","1.3","Q4","0.34","2.14"%,
"Journal of Kidney Cancer","J KIDNEY CANCER","CODON PUBLICATIONS","2203-5826","2203-5826","ONCOLOGY","ESCI","271","1.3","Q4","0.3","68.42"%,
"Proceedings of the Indian National Science Academy","P INDIAN NATL SCI AC","INDIAN NAT SCI ACAD","0370-0046","2454-9983","MULTIDISCIPLINARY SCIENCES","ESCI","1,305","1.3","Q3","0.28","0.39"%,
"EuroBiotech Journal","EUROBIOTECH J","Paradigm Publishing Services-De Gruyter Brill Sp Zoo","N/A","2564-615X","MULTIDISCIPLINARY SCIENCES","ESCI","230","1.3","Q3","0.26","100"%,
"Wspolczesna Onkologia-Contemporary Oncology","WSPOLCZESNA ONKOL","TERMEDIA PUBLISHING HOUSE LTD","1428-2526","1897-4309","ONCOLOGY","ESCI","1,476","1.3","Q4","0.25","98.45"%,
"JOURNAL OF ONCOLOGY PHARMACY PRACTICE","J ONCOL PHARM PRACT","SAGE PUBLICATIONS LTD","1078-1552","1477-092X","ONCOLOGY","SCIE","3,086","1.3","Q4","0.23","11.49"%,
"Eurasian Journal of Medicine and Oncology","EURASIAN J MED ONCOL","Accscience Publishing","N/A","2587-196X","ONCOLOGY","ESCI","256","1.3","Q4","0.19","87.63"%,
"ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS","AN ACAD BRAS CIENC","ACAD BRASILEIRA DE CIENCIAS","0001-3765","1678-2690","MULTIDISCIPLINARY SCIENCES","SCIE","6,431","1.2","Q3","0.34","95.97"%,
"Jove-Journal of Visualized Experiments","JOVE-J VIS EXP","JOURNAL OF VISUALIZED EXPERIMENTS","1940-087X","1940-087X","MULTIDISCIPLINARY SCIENCES","SCIE","26,374","1.2","Q3","0.25","0.73"%,
"Chinese Science Bulletin-Chinese","CHIN SCI B-CHIN","SCIENCE PRESS","0023-074X","2095-9419","MULTIDISCIPLINARY SCIENCES","ESCI","3,366","1.2","Q3","0.24","0.83"%,
"Rare Tumors","RARE TUMORS","SAGE PUBLICATIONS LTD","2036-3605","2036-3613","ONCOLOGY","ESCI","498","1.2","Q4","0.15","100"%,
"EUROPEAN JOURNAL OF CANCER CARE","EUR J CANCER CARE","WILEY","0961-5423","1365-2354","ONCOLOGY","SCIE","5,014","1.1","Q4","0.58","99.52"%,
"ARO-The Scientific Journal of Koya University","ARO","KOYA UNIV","2307-549X","2410-9355","MULTIDISCIPLINARY SCIENCES","ESCI","316","1.1","Q3","0.3","100"%,
"ADVANCES IN COMPLEX SYSTEMS","ADV COMPLEX SYST","WORLD SCIENTIFIC PUBL CO PTE LTD","0219-5259","1793-6802","MULTIDISCIPLINARY SCIENCES","SCIE","551","1.1","Q3","0.28","4.92"%,
"Gazi University Journal of Science","GAZI U J SCI","GAZI UNIV","2147-1762","2147-1762","MULTIDISCIPLINARY SCIENCES","ESCI","1,009","1.1","Q3","0.24","100"%,
"Melanoma Management","MELANOMA MANAG","TAYLOR & FRANCIS LTD","2045-0885","2045-0893","ONCOLOGY","ESCI","224","1.1","Q4","0.22","100"%,
"NATIONAL ACADEMY SCIENCE LETTERS-INDIA","NATL ACAD SCI LETT","SPRINGER INDIA","0250-541X","2250-1754","MULTIDISCIPLINARY SCIENCES","SCIE","1,438","1.1","Q3","0.22","0.66"%,
"BULLETIN DU CANCER","B CANCER","ELSEVIER MASSON, CORP OFF","0007-4551","1769-6917","ONCOLOGY","SCIE","1,573","1.1","Q4","0.18","20.95"%,
"Journal of Physical Science","J PHYS SCI","UNIV SAINS MALAYSIA","1675-3402","2180-4230","MULTIDISCIPLINARY SCIENCES","ESCI","735","1.1","Q3","0.16","88.33"%,
"Pertanika Journal of Science and Technology","PERTANIKA J SCI TECH","UNIV PUTRA MALAYSIA PRESS","0128-7680","0128-7680","MULTIDISCIPLINARY SCIENCES","ESCI","1,164","1.1","Q3","0.16","91.44"%,
"Surgical Oncology Insight","SURG ONCOL INSIGHT","ELSEVIER","N/A","2950-2470","ONCOLOGY","ESCI","120","1","Q4","0.26","61.68"%,
"Chiang Mai Journal of Science","CHIANG MAI J SCI","CHIANG MAI UNIV, FAC SCIENCE","0125-2526","0125-2526","MULTIDISCIPLINARY SCIENCES","SCIE","1,262","1","Q3","0.18","4.53"%,
"Current Breast Cancer Reports","CURR BREAST CANCER R","SPRINGER","1943-4588","1943-4596","ONCOLOGY","ESCI","526","1","Q4","0.17","18.42"%,
"NEW SCIENTIST","NEW SCI","NEW SCIENTIST LTD","0262-4079","N/A","MULTIDISCIPLINARY SCIENCES","SCIE","781","1","Q3","0.02","0"%,
"Clinical Journal of Oncology Nursing","CLIN J ONCOL NURS","ONCOLOGY NURSING SOC","1092-1095","1538-067X","ONCOLOGY","SCIE","2,062","0.9","Q4","0.29","0.92"%,
"JOURNAL OF PEDIATRIC HEMATOLOGY ONCOLOGY","J PEDIAT HEMATOL ONC","LIPPINCOTT WILLIAMS & WILKINS","1077-4114","1536-3678","ONCOLOGY","SCIE","4,349","0.9","Q4","0.27","6"%,
"CURRENT SCIENCE","CURR SCI INDIA","INDIAN ACAD SCIENCES","0011-3891","0011-3891","MULTIDISCIPLINARY SCIENCES","SCIE","12,555","0.9","Q3","0.22","90.56"%,
"Journal of Psychosocial Oncology Research and Practice","J PSYCHOSOC ONCOL R","LIPPINCOTT WILLIAMS & WILKINS","N/A","2637-5974","ONCOLOGY","ESCI","135","0.9","Q4","0.22","98.53"%,
"SCIENCEASIA","SCIENCEASIA","SCIENCE SOCIETY THAILAND","1513-1874","N/A","MULTIDISCIPLINARY SCIENCES","SCIE","1,166","0.9","Q3","0.22","98.45"%,
"Chemistry-Didactics-Ecology-Metrology","CHEM-DIDACT-ECOL-MET","Paradigm Publishing Services-De Gruyter Brill Sp Zoo","1640-9019","2084-4506","MULTIDISCIPLINARY SCIENCES","ESCI","84","0.9","Q3","0.21","100"%,
"Trakya University Journal of Natural Sciences","TRAKYA U J NAT SCI","TRAKYA UNIV BALKAN YERLESESI ENSTITULER BINASI","N/A","2528-9691","MULTIDISCIPLINARY SCIENCES","ESCI","120","0.9","Q3","0.2","100"%,
"Malaysian Journal of Fundamental and Applied Sciences","MALAYS J FUNDAM APPL","PENERBIT UTM PRESS","2289-5981","2289-599X","MULTIDISCIPLINARY SCIENCES","ESCI","801","0.9","Q3","0.18","95.51"%,
"Makara Journal of Science","MAKARA J SCI","UNIV INDONESIA","2339-1995","2356-0851","MULTIDISCIPLINARY SCIENCES","ESCI","281","0.9","Q3","0.15","97.83"%,
"Technology and Innovation","TECHNOL INNOV","NATL ACAD INVENTORS","1949-8241","1949-825X","MULTIDISCIPLINARY SCIENCES","ESCI","235","0.9","Q3","0.11","75.56"%,
"Proceedings of the Estonian Academy of Sciences","P EST ACAD SCI","ESTONIAN ACAD PUBLISHERS","1736-6046","1736-7530","MULTIDISCIPLINARY SCIENCES","SCIE","529","0.8","Q3","0.28","99.31"%,
"Leukemia Research Reports","LEUKEMIA RES REP","ELSEVIER ADVANCED TECHNOLOGY","2213-0489","2213-0489","ONCOLOGY","ESCI","353","0.8","Q4","0.19","100"%,
"Ceylon Journal of Science","CEYLON J SCI","UNIV PERADENIYA","2513-2814","2513-230X","MULTIDISCIPLINARY SCIENCES","ESCI","432","0.8","Q3","0.18","98.17"%,
"Sains Malaysiana","SAINS MALAYS","UNIV KEBANGSAAN MALAYSIA, FAC SCIENCE & TECHNOLOGY","0126-6039","N/A","MULTIDISCIPLINARY SCIENCES","SCIE","2,967","0.8","Q3","0.18","99.46"%,
"INDIAN JOURNAL OF CANCER","INDIAN J CANCER","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0019-509X","1998-4774","ONCOLOGY","SCIE","1,596","0.8","Q4","0.17","66.56"%,
"DEFENCE SCIENCE JOURNAL","DEFENCE SCI J","DEFENCE SCIENTIFIC INFORMATION DOCUMENTATION CENTRE","0011-748X","0976-464X","MULTIDISCIPLINARY SCIENCES","SCIE","1,360","0.8","Q3","0.14","87.45"%,
"Rehabilitation Oncology","REHABIL ONCOL","LIPPINCOTT WILLIAMS & WILKINS","2168-3808","2381-2427","ONCOLOGY","ESCI","232","0.8","Q4","0.13","5.45"%,
"Colorectal Cancer","COLORECTAL CANCER-UK","TAYLOR & FRANCIS LTD","1758-194X","1758-1958","ONCOLOGY","ESCI","65","0.8","Q4","0.11","100"%,
"Current Cancer Therapy Reviews","CURR CANCER THER REV","BENTHAM SCIENCE PUBL LTD","1573-3947","1875-6301","ONCOLOGY","ESCI","256","0.8","Q4","0.11","0.51"%,
"Journal of Science and Arts","J SCI ARTS","EDITURA BIBLIOTHECA-BIBLIOTHECA PUBL HOUSE","1844-9581","2068-3049","MULTIDISCIPLINARY SCIENCES","ESCI","360","0.7","Q3","0.22","8.76"%,
"Case Reports in Oncology","CASE REP ONCOL","KARGER","1662-6575","1662-6575","ONCOLOGY","ESCI","1,555","0.7","Q4","0.16","100"%,
"International Journal of Advanced and Applied Sciences","INT J ADV APPL SCI","INST ADVANCED SCIENCE EXTENSION","2313-626X","2313-3724","MULTIDISCIPLINARY SCIENCES","ESCI","1,229","0.7","Q3","0.15","99.44"%,
"South Asian Journal of Cancer","SOUTH ASIAN J CANCER","GEORG THIEME VERLAG KG","2278-330X","2278-4306","ONCOLOGY","ESCI","754","0.7","Q4","0.14","100"%,
"Indian Journal of Surgical Oncology","INDIA J SURG ONCOL","SPRINGER INDIA","0975-7651","0976-6952","ONCOLOGY","ESCI","1,604","0.7","Q4","0.13","7.21"%,
"JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA","J NATL SCI FOUND SRI","NATL SCIENCE FOUNDATION SRI LANKA","1391-4588","2362-0161","MULTIDISCIPLINARY SCIENCES","SCIE","574","0.7","Q3","0.11","98.51"%,
"Uniciencia","UNICIENCIA","UNIV NACL, FAC CIENCIAS EXACTAS & NATURALES","1011-0275","2215-3470","MULTIDISCIPLINARY SCIENCES","ESCI","188","0.6","Q4","0.19","100"%,
"ACTA SCIENTIARUM-TECHNOLOGY","ACTA SCI-TECHNOL","UNIV ESTADUAL MARINGA, PRO-REITORIA PESQUISA POS-GRADUACAO","1806-2563","1807-8664","MULTIDISCIPLINARY SCIENCES","SCIE","619","0.6","Q4","0.14","98.33"%,
"Case Reports in Oncological Medicine","CASE REP ONCOL MED","WILEY","2090-6706","2090-6714","ONCOLOGY","ESCI","430","0.6","Q4","0.13","100"%,
"CienciaUat","CIENCIAUAT","UNIV AUTONOMA TAMAULIPAS","2007-7521","2007-7858","MULTIDISCIPLINARY SCIENCES","ESCI","176","0.6","Q4","0.13","100"%,
"Revista Investigaciones Altoandinas-Journal of High Andean Research","REV INVESTIG ALTOAND","UNIV NACL ALTIPLANO","2306-8582","2313-2957","MULTIDISCIPLINARY SCIENCES","ESCI","108","0.6","Q4","0.12","96.97"%,
"Memo-Magazine of European Medical Oncology","MEMO-MAG EUR MED ONC","SPRINGER WIEN","1865-5041","1865-5076","ONCOLOGY","ESCI","282","0.6","Q4","0.09","62.92"%,
"Atti Accademia Peloritana dei Pericolanti-Classe di Scienze Fisiche Matematiche e Naturali","ATTI ACCAD PELORIT","ACCAD PELORITANA PERICOLANTI","0365-0359","1825-1242","MULTIDISCIPLINARY SCIENCES","ESCI","141","0.5","Q4","1.35","0"%,
"Proceedings of the Romanian Academy Series A-Mathematics Physics Technical Sciences Information Science","P ROMANIAN ACAD A","EDITURA ACAD ROMANE","1454-9069","1454-9069","MULTIDISCIPLINARY SCIENCES","SCIE","258","0.5","Q4","0.33","0"%,
"REVISTA DE LA ACADEMIA COLOMBIANA DE CIENCIAS EXACTAS FISICAS Y NATURALES","REV ACAD COLOMB CIEN","ACAD COLOMB CIEN EXACTAS FISICAS NAT","0370-3908","2382-4980","MULTIDISCIPLINARY SCIENCES","ESCI","628","0.5","Q4","0.31","98.31"%,
"TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA","T ROY SOC SOUTH AUST","TAYLOR & FRANCIS LTD","0372-1426","2204-0293","MULTIDISCIPLINARY SCIENCES","SCIE","470","0.5","Q4","0.22","25.64"%,
"AMERICAN SCIENTIST","AM SCI","SIGMA XI-SCI RES SOC","0003-0996","1545-2786","MULTIDISCIPLINARY SCIENCES","SCIE","2,580","0.5","Q4","0.14","0"%,
"Psycho-Oncologie","PSYCHO-ONCOLOGIE","PiscoMed Publ Pte Ltd","1778-3798","1778-381X","ONCOLOGY","SCIE","86","0.5","Q4","0.13","81.32"%,
"Middle East Journal of Cancer","MIDDLE EAST J CANCER","SHIRAZ UNIV MEDICAL SCIENCES","2008-6709","2008-6687","ONCOLOGY","ESCI","275","0.5","Q4","0.1","0"%,
"Oncology in Clinical Practice","ONCOL CLIN PRACT","VIA MEDICA","2450-1654","2450-6478","ONCOLOGY","ESCI","229","0.5","Q4","0.09","99.6"%,
"Current Problems in Cancer: Case Reports","CURR PROB CANCER-C R","ELSEVIER","2666-6219","2666-6219","ONCOLOGY","ESCI","133","0.5","Q4","0.07","100"%,
"JOURNAL OF ADVANCED APPLIED SCIENTIFIC RESEARCH","J ADV APPL SCI RES","JAMAL MOHAMED COLL PUBL","2454-3225","2454-3225","MULTIDISCIPLINARY SCIENCES","ESCI","73","0.5","Q4","0.07","12.12"%,
"Indian Journal of Medical and Paediatric Oncology","INDIAN J MED PAEDIAT","THIEME MEDICAL PUBL INC","0971-5851","0975-2129","ONCOLOGY","ESCI","921","0.5","Q4","0.06","99.1"%,
"ENDEAVOUR","ENDEAVOUR","PERGAMON-ELSEVIER SCIENCE LTD","0160-9327","1873-1929","MULTIDISCIPLINARY SCIENCES","SCIE","722","0.4","Q4","0.6","33.33"%,
"HERALD OF THE RUSSIAN ACADEMY OF SCIENCES","HER RUSS ACAD SCI+","PLEIADES PUBLISHING LTD","1019-3316","1555-6492","MULTIDISCIPLINARY SCIENCES","SCIE","592","0.4","Q4","0.25","0"%,
