"Journal Data Filtered By:  Selected Categories: MEDICINE, GENERAL & INTERNAL;MEDICINE, RESEARCH & EXPERIMENTAL;CRITICAL CARE MEDICINE Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"SAGE Open Medicine","SAGE OPEN MED","SAGE PUBLICATIONS INC","2050-3121","2050-3121","MEDICINE, GENERAL & INTERNAL","ESCI","5,517","2.2","Q2","0.59","100"%,
"KOREAN JOURNAL OF INTERNAL MEDICINE","KOREAN J INTERN MED","KOREAN ASSOC INTERNAL MEDICINE","1226-3303","2005-6648","MEDICINE, GENERAL & INTERNAL","SCIE","3,664","2.2","Q2","0.56","99.59"%,
"Experimental and Therapeutic Medicine","EXP THER MED","SPANDIDOS PUBL LTD","1792-0981","1792-1015","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","22,619","2.2","Q3","0.51","99.65"%,
"Journal of Clinical Medicine Research-Canada","J CLIN MED RES-CAN","ELMER PRESS INC","1918-3003","1918-3011","MEDICINE, GENERAL & INTERNAL","ESCI","1,304","2.2","Q2","0.43","100"%,
"AMERICAN JOURNAL OF MANAGED CARE","AM J MANAG CARE","MANAGED CARE & HEALTHCARE COMMUNICATIONS LLC","1088-0224","N/A","MEDICINE, GENERAL & INTERNAL","SCIE","5,205","2.1","Q2","0.65","0"%,
"STATISTICS IN MEDICINE","STAT MED","WILEY","0277-6715","1097-0258","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","36,828","2.1","Q3","0.6","42.45"%,
"BMJ Open Quality","BMJ OPEN QUAL","BMJ PUBLISHING GROUP","N/A","2399-6641","MEDICINE, GENERAL & INTERNAL","ESCI","3,135","2.1","Q2","0.58","99.88"%,
"Biomarkers in Medicine","BIOMARK MED","TAYLOR & FRANCIS LTD","1752-0363","1752-0371","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","2,636","2.1","Q3","0.51","4.08"%,
"Trials","TRIALS","BMC","N/A","1745-6215","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","19,402","2.1","Q3","0.51","99.68"%,
"SAUDI MEDICAL JOURNAL","SAUDI MED J","SAUDI MED J","0379-5284","1658-3175","MEDICINE, GENERAL & INTERNAL","SCIE","5,093","2.1","Q2","0.5","99.79"%,
"CROATIAN MEDICAL JOURNAL","CROAT MED J","MEDICINSKA NAKLADA","0353-9504","1332-8166","MEDICINE, GENERAL & INTERNAL","SCIE","1,958","2.1","Q2","0.44","92.81"%,
"Pilot and Feasibility Studies","PILOT FEASIBILITY ST","BMC","N/A","2055-5784","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","3,350","2.1","Q3","0.43","100"%,
"INDIAN JOURNAL OF MEDICAL RESEARCH","INDIAN J MED RES","SCIENTIFIC SCHOLAR LLC","0971-5916","0971-5916","MEDICINE, GENERAL & INTERNAL","SCIE","8,065","2.1","Q2","0.41","99.75"%,
"INDIAN JOURNAL OF MEDICAL RESEARCH","INDIAN J MED RES","SCIENTIFIC SCHOLAR LLC","0971-5916","0971-5916","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","8,065","2.1","Q3","0.41","99.75"%,
"Intractable & Rare Diseases Research","INTRACTABLE RARE DIS","INT RESEARCH & COOPERATION ASSOC BIO & SOCIO-SCIENCES ADVANCEMENT","2186-3644","2186-361X","MEDICINE, GENERAL & INTERNAL","ESCI","913","2.1","Q2","0.39","100"%,
"FAMILY MEDICINE","FAM MED","SOC TEACHERS FAMILY MEDICINE","0742-3225","1938-3800","MEDICINE, GENERAL & INTERNAL","SCIE","2,811","2","Q2","1.01","100"%,
"Australian Journal of General Practice","AUST J GEN PRACT","ROYAL AUSTRALIAN COLLEGE GENERAL PRACTITIONERS","2208-794X","2208-7958","MEDICINE, GENERAL & INTERNAL","SCIE","1,832","2","Q2","0.9","10.98"%,
"LARYNGOSCOPE","LARYNGOSCOPE","WILEY","0023-852X","1531-4995","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","28,121","2","Q3","0.78","31.74"%,
"INTERNATIONAL JOURNAL OF CLINICAL PRACTICE","INT J CLIN PRACT","WILEY","1368-5031","1742-1241","MEDICINE, GENERAL & INTERNAL","SCIE","7,911","2","Q2","0.55","100"%,
"European Journal of Translational Myology","EUR J TRANSL MYOL","PAGEPRESS PUBL","2037-7452","2037-7460","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","905","2","Q3","0.48","93.53"%,
"JMA Journal","JMA J","JAPAN MEDICAL ASSOC-JAPANESE ASSOC MEDICAL SCIENCES","2433-328X","2433-3298","MEDICINE, GENERAL & INTERNAL","ESCI","887","2","Q2","0.48","99.45"%,
"IRISH JOURNAL OF MEDICAL SCIENCE","IRISH J MED SCI","SPRINGER LONDON LTD","0021-1265","1863-4362","MEDICINE, GENERAL & INTERNAL","SCIE","4,532","2","Q2","0.47","30"%,
"JBI Evidence Implementation","JBI EVID IMPLEMENT","LIPPINCOTT WILLIAMS & WILKINS","2691-3321","2691-3321","MEDICINE, GENERAL & INTERNAL","SCIE","777","2","Q2","0.45","21.38"%,
"MEDICINE","MEDICINE","LIPPINCOTT WILLIAMS & WILKINS","0025-7974","1536-5964","MEDICINE, GENERAL & INTERNAL","SCIE","81,919","2","Q2","0.45","99.78"%,
"Current Medical Science","CURR MED SCI","SPRINGER","2096-5230","2523-899X","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","2,280","2","Q3","0.44","5.85"%,
"Indian Journal of Critical Care Medicine","INDIAN J CRIT CARE M","JAYPEE BROTHERS MEDICAL PUBLISHERS PVT LTD","0972-5229","1998-359X","CRITICAL CARE MEDICINE","ESCI","3,725","2","Q3","0.41","98.68"%,
"Journal of Yeungnam Medical Science","J YEUNGNAM MED SCI","YEUNGNAM UNIV COLL MEDICINE, YEUNGNAM UNIV INST MEDICAL SCIENCE","N/A","2799-8010","MEDICINE, GENERAL & INTERNAL","ESCI","382","2","Q2","0.41","100"%,
"Revista de Investigacion Clinica-Clinical and Translational Investigation","REV INVEST CLIN","INST NACIONAL NUTRICION","0034-8376","2564-8896","MEDICINE, GENERAL & INTERNAL","SCIE","907","2","Q2","0.38","76.64"%,
"Rambam Maimonides Medical Journal","RAMBAM MAIMONIDES ME","RAMBAM HEALTH CARE CAMPUS","2076-9172","2076-9172","MEDICINE, GENERAL & INTERNAL","ESCI","730","2","Q2","0.37","96.61"%,
"FAMILY PRACTICE","FAM PRACT","OXFORD UNIV PRESS","0263-2136","1460-2229","MEDICINE, GENERAL & INTERNAL","SCIE","5,522","1.9","Q2","1.07","42.59"%,
"SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE","SCAND J PRIM HEALTH","TAYLOR & FRANCIS LTD","0281-3432","1502-7724","MEDICINE, GENERAL & INTERNAL","SCIE","1,952","1.9","Q2","0.8","100"%,
"Journal of Burn Care & Research","J BURN CARE RES","OXFORD UNIV PRESS","1559-047X","1559-0488","CRITICAL CARE MEDICINE","SCIE","5,147","1.9","Q3","0.61","14.8"%,
"Diagnosis","DIAGNOSIS","WALTER DE GRUYTER GMBH","2194-8011","2194-802X","MEDICINE, GENERAL & INTERNAL","ESCI","1,209","1.9","Q2","0.58","23.19"%,
"STEM CELLS AND DEVELOPMENT","STEM CELLS DEV","SAGE PUBLICATIONS INC","1547-3287","1557-8534","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","5,694","1.9","Q3","0.55","11.24"%,
"Contemporary Clinical Trials","CONTEMP CLIN TRIALS","ELSEVIER SCIENCE INC","1551-7144","1559-2030","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","6,350","1.9","Q3","0.51","25.66"%,
"Journal of Applied Biomedicine","J APPL BIOMED","UNIV SOUTH BOHEMIA","1214-021X","1214-0287","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","763","1.9","Q3","0.48","100"%,
"Biomarker Insights","BIOMARK INSIGHTS","SAGE PUBLICATIONS LTD","1177-2719","1177-2719","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","1,114","1.9","Q3","0.47","100"%,
"BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH","BRAZ J MED BIOL RES","ASSOC BRAS DIVULG CIENTIFICA","0100-879X","1414-431X","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","5,544","1.9","Q3","0.44","94.44"%,
"JOURNAL OF INVESTIGATIVE MEDICINE","J INVEST MED","SAGE PUBLICATIONS LTD","1081-5589","1708-8267","MEDICINE, GENERAL & INTERNAL","SCIE","2,921","1.9","Q2","0.43","2.26"%,
"JOURNAL OF INVESTIGATIVE MEDICINE","J INVEST MED","SAGE PUBLICATIONS LTD","1081-5589","1708-8267","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","2,921","1.9","Q3","0.43","2.26"%,
"ATS Scholar","ATS SCHOLAR","OXFORD UNIV PRESS","N/A","2690-7097","CRITICAL CARE MEDICINE","ESCI","449","1.9","Q3","0.42","100"%,
"Journal of the Intensive Care Society","J INTENSIVE CARE SOC","SAGE PUBLICATIONS LTD","1751-1437","1751-1437","CRITICAL CARE MEDICINE","ESCI","1,143","1.9","Q3","0.41","20.77"%,
"IRANIAN BIOMEDICAL JOURNAL","IRAN BIOMED J","PASTEUR INST IRAN","1028-852X","2008-823X","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","969","1.9","Q3","0.26","53.15"%,
"JOURNAL OF WOMENS HEALTH","J WOMENS HEALTH","SAGE PUBLICATIONS INC","1540-9996","1931-843X","MEDICINE, GENERAL & INTERNAL","SCIE","9,072","1.8","Q2","0.82","5.41"%,
"Journal of Hospital Medicine","J HOSP MED","WILEY","1553-5592","1553-5606","MEDICINE, GENERAL & INTERNAL","SCIE","4,255","1.8","Q2","0.64","33.27"%,
"ANNALS OF SAUDI MEDICINE","ANN SAUDI MED","K FAISAL SPEC HOSP RES CENTRE","0256-4947","1319-9226","MEDICINE, GENERAL & INTERNAL","SCIE","2,424","1.8","Q2","0.59","94.33"%,
"MELANOMA RESEARCH","MELANOMA RES","LIPPINCOTT WILLIAMS & WILKINS","0960-8931","1473-5636","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","2,188","1.8","Q3","0.52","22.34"%,
"IN VIVO","IN VIVO","INT INST ANTICANCER RESEARCH","0258-851X","1791-7549","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","6,613","1.8","Q3","0.46","100"%,
"JOURNAL OF NIPPON MEDICAL SCHOOL","J NIPPON MED SCH","MEDICAL ASSOC NIPPON MEDICAL SCH","1345-4676","1347-3409","MEDICINE, GENERAL & INTERNAL","SCIE","1,163","1.8","Q2","0.45","99.06"%,
"Open Medicine","OPEN MED-WARSAW","DE GRUYTER POLAND SP Z O O","2391-5463","2391-5463","MEDICINE, GENERAL & INTERNAL","SCIE","2,892","1.8","Q2","0.44","100"%,
"INTERNAL MEDICINE JOURNAL","INTERN MED J","WILEY","1444-0903","1445-5994","MEDICINE, GENERAL & INTERNAL","SCIE","5,487","1.8","Q2","0.43","49.92"%,
"International Journal of Preventive Medicine","INT J PREVENTIVE MED","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2008-7802","2008-8213","MEDICINE, GENERAL & INTERNAL","ESCI","3,756","1.8","Q2","0.38","100"%,
"American Journal of Translational Research","AM J TRANSL RES","E-CENTURY PUBLISHING CORP","1943-8141","1943-8141","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","14,245","1.8","Q3","0.36","1.4"%,
"Canadian Journal of Respiratory Therapy","CAN J RESP THER","Canadian Soc Respiratory Therapists - CSRT Ottawa Office","N/A","2368-6820","CRITICAL CARE MEDICINE","ESCI","309","1.8","Q3","0.34","98.51"%,
"JOURNAL OF INTERNATIONAL MEDICAL RESEARCH","J INT MED RES","SAGE PUBLICATIONS LTD","0300-0605","1473-2300","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","11,822","1.8","Q3","0.34","99.93"%,
"International Journal of Molecular and Cellular Medicine","INT J MOL CELL MED","CELLULAR & MOLECULAR BIOLOGY RESEARCH CENTER","2251-9637","2251-9645","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","702","1.8","Q3","0.33","0"%,
"Journal of the Royal College of Physicians of Edinburgh","J ROY COLL PHYS EDIN","SAGE PUBLICATIONS LTD","1478-2715","2042-8189","MEDICINE, GENERAL & INTERNAL","ESCI","1,042","1.8","Q2","0.27","12.6"%,
"Lymphatic Research and Biology","LYMPHAT RES BIOL","SAGE PUBLICATIONS INC","1539-6851","1557-8585","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","1,498","1.7","Q3","0.56","10.74"%,
"BMJ Military Health","BMJ MILITARY HEALTH","BMJ PUBLISHING GROUP","2633-3767","2633-3775","MEDICINE, GENERAL & INTERNAL","SCIE","1,024","1.7","Q2","0.52","23.22"%,
"REVISTA CLINICA ESPANOLA","REV CLIN ESP","EDICIONES DOYMA S A","0014-2565","1578-1860","MEDICINE, GENERAL & INTERNAL","SCIE","1,010","1.7","Q2","0.5","16.29"%,
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","CANCER BIOTHER RADIO","SAGE PUBLICATIONS INC","1084-9785","1557-8852","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","2,507","1.7","Q3","0.46","7.65"%,
"Enfermeria Intensiva","ENFERM INTENSIV","ELSEVIER SCIENCE INC","1130-2399","1578-1291","CRITICAL CARE MEDICINE","ESCI","443","1.7","Q3","0.42","16.79"%,
"BRITISH JOURNAL OF HOSPITAL MEDICINE","BRIT J HOSP MED","IMR PRESS","1750-8460","1759-7390","MEDICINE, GENERAL & INTERNAL","SCIE","2,284","1.7","Q2","0.39","80.9"%,
"Journal of Research in Medical Sciences","J RES MED SCI","WOLTERS KLUWER MEDKNOW PUBLICATIONS","1735-1995","1735-7136","MEDICINE, GENERAL & INTERNAL","SCIE","3,497","1.7","Q2","0.38","97.2"%,
"Clinical Teacher","CLIN TEACH","WILEY","1743-4971","1743-498X","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","1,850","1.7","Q3","0.34","58.22"%,
"Atencion Primaria","ATEN PRIM","ELSEVIER ESPANA SLU","0212-6567","1578-1275","MEDICINE, GENERAL & INTERNAL","SCIE","1,685","1.6","Q2","0.62","100"%,
"SWISS MEDICAL WEEKLY","SWISS MED WKLY","SMW supporting association","1424-7860","1424-3997","MEDICINE, GENERAL & INTERNAL","SCIE","3,829","1.6","Q2","0.49","99.15"%,
"Annals of Medicine and Surgery","ANN MED SURG","LIPPINCOTT WILLIAMS & WILKINS","2049-0801","2049-0801","MEDICINE, GENERAL & INTERNAL","ESCI","10,784","1.6","Q2","0.46","99.82"%,
"Pakistan Journal of Medical Sciences","PAK J MED SCI","PROFESSIONAL MEDICAL PUBLICATIONS","1682-024X","1681-715X","MEDICINE, GENERAL & INTERNAL","SCIE","6,304","1.6","Q2","0.46","99.44"%,
"Critical Care Research and Practice","CRIT CARE RES PRACT","WILEY","2090-1305","2090-1313","CRITICAL CARE MEDICINE","ESCI","984","1.6","Q3","0.44","100"%,
"Medizinische Klinik-Intensivmedizin und Notfallmedizin","MED KLIN-INTENSIVMED","SPRINGER HEIDELBERG","2193-6218","2193-6226","MEDICINE, GENERAL & INTERNAL","SCIE","942","1.6","Q2","0.44","32.38"%,
"Iranian Journal of Medical Sciences","IRAN J MED SCI","SHIRAZ UNIV MEDICAL SCIENCES","0253-0716","1735-3688","MEDICINE, GENERAL & INTERNAL","ESCI","1,502","1.6","Q2","0.4","0"%,
"Revista da Associacao Medica Brasileira","REV ASSOC MED BRAS","ASSOC MEDICA BRASILEIRA","0104-4230","1806-9282","MEDICINE, GENERAL & INTERNAL","SCIE","3,765","1.6","Q2","0.39","99.57"%,
"Eurasian Journal of Medicine","EURASIAN J MED","AVES","N/A","1308-8742","MEDICINE, GENERAL & INTERNAL","ESCI","1,221","1.6","Q2","0.38","99.3"%,
"Metabolic Syndrome and Related Disorders","METAB SYNDR RELAT D","SAGE PUBLICATIONS INC","1540-4196","1557-8518","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","2,532","1.6","Q4","0.36","3.47"%,
"Romanian Journal of Internal Medicine","ROM J INTERN MED","Paradigm Publishing Services-De Gruyter Brill Sp Zoo","1582-3296","2501-062X","MEDICINE, GENERAL & INTERNAL","ESCI","618","1.6","Q2","0.33","100"%,
"Malaysian Journal of Medical Sciences","MALAYS J MED SCI","PENERBIT UNIV SAINS MALAYSIA","1394-195X","2180-4303","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","2,379","1.6","Q4","0.25","98.94"%,
"Medeniyet Medical Journal","MEDENI MED J","GALENOS PUBL HOUSE","2149-2042","2149-4606","MEDICINE, GENERAL & INTERNAL","ESCI","338","1.5","Q2","0.47","90.65"%,
"Ochsner Journal","OCHSNER J","OCHSNER CLINIC","1524-5012","2831-4107","MEDICINE, GENERAL & INTERNAL","ESCI","1,870","1.5","Q2","0.44","99.24"%,
"JOURNAL OF EVALUATION IN CLINICAL PRACTICE","J EVAL CLIN PRACT","WILEY","1356-1294","1365-2753","MEDICINE, GENERAL & INTERNAL","SCIE","6,609","1.5","Q2","0.42","44.8"%,
"ANAESTHESIA AND INTENSIVE CARE","ANAESTH INTENS CARE","SAGE PUBLICATIONS LTD","0310-057X","1448-0271","CRITICAL CARE MEDICINE","SCIE","2,627","1.5","Q3","0.37","16.77"%,
"Contemporary Clinical Trials Communications","CONT CLIN TRIAL COMM","ELSEVIER INC","N/A","2451-8654","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","2,260","1.5","Q4","0.36","100"%,
"TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE","TOHOKU J EXP MED","TOHOKU UNIV MEDICAL PRESS","0040-8727","1349-3329","MEDICINE, GENERAL & INTERNAL","SCIE","3,391","1.5","Q2","0.36","99.68"%,
"TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE","TOHOKU J EXP MED","TOHOKU UNIV MEDICAL PRESS","0040-8727","1349-3329","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","3,391","1.5","Q4","0.36","99.68"%,
"BIOMEDICAL RESEARCH-TOKYO","BIOMED RES-TOKYO","BIOMEDICAL RESEARCH PRESS LTD","0388-6107","1880-313X","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","896","1.5","Q4","0.34","79.22"%,
"Chronic Illness","CHRONIC ILLN","SAGE PUBLICATIONS LTD","1742-3953","1745-9206","MEDICINE, GENERAL & INTERNAL","SCIE","1,266","1.4","Q2","0.49","15.84"%,
"Medical Science Monitor Basic Research","MED SCI MONIT BASIC","INT SCIENTIFIC INFORMATION, INC","2325-4416","2325-4394","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","582","1.4","Q4","0.4","95.83"%,
"Acute Medicine & Surgery","ACUTE MED SURG","WILEY","2052-8817","2052-8817","MEDICINE, GENERAL & INTERNAL","ESCI","1,156","1.4","Q2","0.39","100"%,
"Fatigue-Biomedicine Health and Behavior","FATIGUE","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2164-1846","2164-1862","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","435","1.4","Q4","0.36","23.08"%,
"Turkish Journal Of Medical Sciences","TURK J MED SCI","Tubitak Scientific & Technological Research Council Turkey","1300-0144","1303-6165","MEDICINE, GENERAL & INTERNAL","SCIE","4,011","1.4","Q2","0.36","53.33"%,
"Bratislava Medical Journal","BRATISL MED J","SPRINGERNATURE","0006-9248","1336-0345","MEDICINE, GENERAL & INTERNAL","SCIE","2,432","1.4","Q2","0.35","98.86"%,
"SAMJ SOUTH AFRICAN MEDICAL JOURNAL","SAMJ S AFR MED J","SA MEDICAL ASSOC","0256-9574","2078-5135","MEDICINE, GENERAL & INTERNAL","SCIE","4,150","1.4","Q2","0.35","73.7"%,
"African Journal of Laboratory Medicine","AFR J LAB MED","AOSIS","2225-2002","2225-2010","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","506","1.4","Q4","0.29","100"%,
"ACTA CLINICA BELGICA","ACTA CLIN BELG","TAYLOR & FRANCIS LTD","1784-3286","2295-3337","MEDICINE, GENERAL & INTERNAL","SCIE","1,289","1.4","Q2","0.27","1.74"%,
"Asian Biomedicine","ASIAN BIOMED","WALTER DE GRUYTER GMBH","1905-7415","1875-855X","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","542","1.4","Q4","0.21","100"%,
"Global Journal of Medical Pharmaceutical and Biomedical Update","GLOB J MED PHARM BIO","SCIENTIFIC SCHOLAR LLC","N/A","2765-8910","MEDICINE, GENERAL & INTERNAL","ESCI","84","1.4","Q2","0.19","94.92"%,
"Colombia Medica","COLOMB MEDICA","CORPORACION EDITORA MEDICA VALLE","1657-9534","N/A","MEDICINE, GENERAL & INTERNAL","SCIE","506","1.4","Q2","0.15","97.73"%,
"SCOTTISH MEDICAL JOURNAL","SCOT MED J","SAGE PUBLICATIONS LTD","0036-9330","2045-6441","MEDICINE, GENERAL & INTERNAL","SCIE","693","1.3","Q2","0.57","7.14"%,
"International Journal of Osteopathic Medicine","INT J OSTEOPATH MED","ELSEVIER SCI LTD","1746-0689","1878-0164","MEDICINE, GENERAL & INTERNAL","SCIE","604","1.3","Q2","0.55","16.54"%,
"Sexes","SEXES","MDPI","N/A","2411-5118","MEDICINE, GENERAL & INTERNAL","ESCI","298","1.3","Q2","0.52","100"%,
"Journal of Osteopathic Medicine","J OSTEOPATH MED","WALTER DE GRUYTER GMBH","N/A","2702-3648","MEDICINE, GENERAL & INTERNAL","ESCI","598","1.3","Q2","0.42","100"%,
"Journal of General and Family Medicine","J GEN FAM MED","WILEY","2189-7948","2189-7948","MEDICINE, GENERAL & INTERNAL","ESCI","781","1.3","Q2","0.38","100"%,
"Gaceta Medica de Mexico","GAC MED MEX","ACAD NACIONAL MEDICINA MEXICO","0016-3813","0016-3813","MEDICINE, GENERAL & INTERNAL","SCIE","849","1.3","Q2","0.23","100"%,
"Eurasian Journal of Medicine and Oncology","EURASIAN J MED ONCOL","Accscience Publishing","N/A","2587-196X","MEDICINE, GENERAL & INTERNAL","ESCI","256","1.3","Q2","0.19","87.63"%,
"Sao Paulo Medical Journal","SAO PAULO MED J","ASSOCIACAO PAULISTA MEDICINA","1516-3180","N/A","MEDICINE, GENERAL & INTERNAL","SCIE","1,671","1.2","Q2","0.47","98.1"%,
"South African Family Practice","S AFR FAM PRACT","AOSIS","2078-6190","2078-6204","MEDICINE, GENERAL & INTERNAL","ESCI","988","1.2","Q2","0.39","99.56"%,
"MILITARY MEDICINE","MIL MED","OXFORD UNIV PRESS","0026-4075","1930-613X","MEDICINE, GENERAL & INTERNAL","SCIE","8,563","1.2","Q2","0.37","35.08"%,
"Archives of Iranian Medicine","ARCH IRAN MED","ACAD MEDICAL SCIENCES I R IRAN","1029-2977","1735-3947","MEDICINE, GENERAL & INTERNAL","SCIE","2,306","1.2","Q2","0.33","89.29"%,
"Acta Medica Portuguesa","ACTA MEDICA PORT","ORDEM MEDICOS","0870-399X","1646-0758","MEDICINE, GENERAL & INTERNAL","SCIE","1,378","1.2","Q2","0.32","98.45"%,
"Clinical Medicine & Research","CLIN MED RES","MARSHFIELD CLINIC","1539-4182","1554-6179","MEDICINE, GENERAL & INTERNAL","ESCI","1,178","1.2","Q2","0.3","100"%,
"NEW ZEALAND MEDICAL JOURNAL","NEW ZEAL MED J","NEW ZEALAND MEDICAL ASSOC","0028-8446","1175-8716","MEDICINE, GENERAL & INTERNAL","ESCI","3,008","1.2","Q2","0.3","1.22"%,
"Nigerian Postgraduate Medical Journal","NIGER POSTGRAD MED J","WOLTERS KLUWER MEDKNOW PUBLICATIONS","1117-1936","2468-6875","MEDICINE, GENERAL & INTERNAL","ESCI","662","1.2","Q2","0.3","100"%,
"International Journal of Applied and Basic Medical Research","INT J APPL BASIC MED","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2229-516X","2248-9606","MEDICINE, GENERAL & INTERNAL","ESCI","1,010","1.2","Q2","0.29","100"%,
"Caspian Journal of Internal Medicine","CASP J INTERN MED","BABOL UNIV MEDICAL SCIENCES","2008-6164","2008-6172","MEDICINE, GENERAL & INTERNAL","ESCI","1,576","1.2","Q2","0.27","0"%,
"Critical Care Nursing Quarterly","CRIT CARE NURS Q","LIPPINCOTT WILLIAMS & WILKINS","0887-9303","1550-5111","CRITICAL CARE MEDICINE","ESCI","748","1.2","Q4","0.26","0"%,
"Journal of Critical Care Medicine","J CRIT CARE MED","Paradigm Publishing Services-De Gruyter Brill Sp Zoo","2393-1809","2393-1817","CRITICAL CARE MEDICINE","ESCI","385","1.2","Q4","0.26","100"%,
"Egyptian Journal of Internal Medicine","EGYPT J INTERN MED","SPRINGERNATURE","1110-7782","2090-9098","MEDICINE, GENERAL & INTERNAL","ESCI","520","1.2","Q2","0.24","100"%,
"Southern African Journal of Critical Care","SOUTH AFR J CRIT CAR","HEALTH & MEDICAL PUBLISHING GROUP","1562-8264","2078-676X","CRITICAL CARE MEDICINE","ESCI","188","1.2","Q4","0.23","81.4"%,
"NATIONAL MEDICAL JOURNAL OF INDIA","NATL MED J INDIA","SCIENTIFIC SCHOLAR LLC","2583-150X","0970-258X","MEDICINE, GENERAL & INTERNAL","SCIE","937","1.2","Q2","0.18","81.12"%,
"TIDSSKRIFT FOR DEN NORSKE LAEGEFORENING","TIDSSKR NORSKE LAEGE","NORWEGIAN MEDICAL ASSOC","0029-2001","0807-7096","MEDICINE, GENERAL & INTERNAL","ESCI","1,328","1.2","Q2","0.05","3.79"%,
"Danish Medical Journal","DAN MED J","DANISH MEDICAL ASSOC","N/A","2245-1919","MEDICINE, GENERAL & INTERNAL","SCIE","1,499","1.1","Q3","0.34","60.41"%,
"Emergency and Critical Care Medicine","EMERG CRIT CARE MED","LIPPINCOTT WILLIAMS & WILKINS","2097-0617","2693-860X","CRITICAL CARE MEDICINE","ESCI","122","1.1","Q4","0.33","100"%,
"Journal of Postgraduate Medicine","J POSTGRAD MED","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0022-3859","0972-2823","MEDICINE, GENERAL & INTERNAL","SCIE","1,375","1.1","Q3","0.3","100"%,
"Electronic Journal of General Medicine","ELECTRON J GEN MED","MODESTUM LTD","2516-3507","2516-3507","MEDICINE, GENERAL & INTERNAL","ESCI","526","1.1","Q3","0.29","99.64"%,
"Medical Mycology Case Reports","MED MYCOL CASE REP","ELSEVIER","2211-7539","2211-7539","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","718","1.1","Q4","0.29","100"%,
"JCPSP-Journal of the College of Physicians and Surgeons Pakistan","JCPSP-J COLL PHYSICI","COLL PHYSICIANS & SURGEONS PAKISTAN","1022-386X","1681-7168","MEDICINE, GENERAL & INTERNAL","SCIE","3,213","1.1","Q3","0.27","99.61"%,
"Einstein-Sao Paulo","EINSTEIN-SAO PAULO","INST ISRAELITA ENSINO & PESQUISA ALBERT EINSTEIN","1679-4508","2317-6385","MEDICINE, GENERAL & INTERNAL","ESCI","1,651","1.1","Q3","0.24","99.11"%,
"Advanced Biomedical Research","ADV BIOMED RES-INDIA","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2277-9175","2277-9175","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","2,087","1.1","Q4","0.22","97.48"%,
"Medicina Balear","MED BALEAR","REIAL ACAD MEDICINA ILLES BALEARS","1579-5853","2255-0569","MEDICINE, GENERAL & INTERNAL","ESCI","325","1.1","Q3","0.21","0"%,
