"Journal Data Filtered By:  Selected Categories: ENGINEERING, BIOMEDICAL;MEDICAL LABORATORY TECHNOLOGY;RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING;MEDICAL INFORMATICS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"Health Information Management Journal","HEALTH INF MANAG J","SAGE PUBLICATIONS INC","1833-3583","1833-3575","MEDICAL INFORMATICS","SCIE","878","2.3","Q4","0.64","49.49"%,
"Learning Health Systems","LEARN HEALTH SYST","WILEY","2379-6146","2379-6146","MEDICAL INFORMATICS","ESCI","928","2.3","Q4","0.62","100"%,
"THERAPEUTIC DRUG MONITORING","THER DRUG MONIT","LIPPINCOTT WILLIAMS & WILKINS","0163-4356","1536-3694","MEDICAL LABORATORY TECHNOLOGY","SCIE","4,334","2.3","Q2","0.62","23.29"%,
"Journal of Medical Imaging","J MED IMAGING","SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS","2329-4302","2329-4310","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","3,035","2.3","Q2","0.56","36.5"%,
"CIN-COMPUTERS INFORMATICS NURSING","CIN-COMPUT INFORM NU","LIPPINCOTT WILLIAMS & WILKINS","1538-2931","1538-9774","MEDICAL INFORMATICS","SCIE","2,239","2.3","Q4","0.54","13.74"%,
"Radiology and Oncology","RADIOL ONCOL","Paradigm Publishing Services-De Gruyter Brill Sp Zoo","1318-2099","1581-3207","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,612","2.3","Q2","0.52","100"%,
"Nuclear Medicine and Molecular Imaging","NUCL MED MOLEC IMAG","SPRINGER HEIDELBERG","1869-3474","1869-3482","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,133","2.3","Q2","0.5","15.44"%,
"Journal of Medical Imaging and Radiation Sciences","J MED IMAGING RADIAT","ELSEVIER SCIENCE INC","1939-8654","1939-8654","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,665","2.3","Q2","0.48","22.19"%,
"BIORHEOLOGY","BIORHEOLOGY","SAGE PUBLICATIONS INC","0006-355X","1878-5034","ENGINEERING, BIOMEDICAL","SCIE","1,214","2.3","Q3","0.46","0"%,
"International Journal of Biomedical Imaging","INT J BIOMED IMAGING","WILEY","1687-4188","1687-4196","ENGINEERING, BIOMEDICAL","ESCI","806","2.3","Q3","0.43","100"%,
"CELL AND TISSUE BANKING","CELL TISSUE BANK","SPRINGER","1389-9333","1573-6814","ENGINEERING, BIOMEDICAL","SCIE","1,574","2.3","Q3","0.31","24.24"%,
"ASAIO JOURNAL","ASAIO J","LIPPINCOTT WILLIAMS & WILKINS","1058-2916","1538-943X","ENGINEERING, BIOMEDICAL","SCIE","5,168","2.2","Q3","0.66","13.51"%,
"Clinical Imaging","CLIN IMAG","ELSEVIER SCIENCE INC","0899-7071","1873-4499","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","4,292","2.2","Q3","0.53","9.47"%,
"Health Informatics Journal","HEALTH INFORM J","SAGE PUBLICATIONS INC","1460-4582","1741-2811","MEDICAL INFORMATICS","SCIE","2,792","2.2","Q4","0.53","100"%,
"ARTIFICIAL ORGANS","ARTIF ORGANS","WILEY","0160-564X","1525-1594","ENGINEERING, BIOMEDICAL","SCIE","5,238","2.2","Q3","0.51","43.58"%,
"Molecular Imaging","MOL IMAGING","SAGE PUBLICATIONS INC","N/A","1536-0121","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","807","2.2","Q3","0.5","100"%,
"Journal of Rehabilitation and Assistive Technologies Engineering","J REHABIL ASSIST TER","SAGE PUBLICATIONS INC","2055-6683","2055-6683","ENGINEERING, BIOMEDICAL","ESCI","722","2.2","Q3","0.4","98.73"%,
"Applied Radiation and Isotopes","APPL RADIAT ISOTOPES","PERGAMON-ELSEVIER SCIENCE LTD","0969-8043","1872-9800","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","11,579","2.1","Q3","0.66","15.4"%,
"Biochemia Medica","BIOCHEM MEDICA","CROATIAN SOC MEDICAL BIOCHEMISTRY & LABORATORY MEDICINE","1330-0962","1846-7482","MEDICAL LABORATORY TECHNOLOGY","SCIE","5,954","2.1","Q3","0.66","92.8"%,
"MAGNETIC RESONANCE IMAGING","MAGN RESON IMAGING","ELSEVIER SCIENCE INC","0730-725X","1873-5894","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","8,538","2.1","Q3","0.63","21.69"%,
"International Journal for Numerical Methods in Biomedical Engineering","INT J NUMER METH BIO","WILEY","2040-7939","2040-7947","ENGINEERING, BIOMEDICAL","SCIE","2,929","2.1","Q3","0.6","42.99"%,
"STATISTICS IN MEDICINE","STAT MED","WILEY","0277-6715","1097-0258","MEDICAL INFORMATICS","SCIE","36,828","2.1","Q4","0.6","42.45"%,
"RADIOLOGIC CLINICS OF NORTH AMERICA","RADIOL CLIN N AM","W B SAUNDERS CO-ELSEVIER INC","0033-8389","1557-8275","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,789","2.1","Q3","0.59","4.09"%,
"JOURNAL OF ULTRASOUND IN MEDICINE","J ULTRAS MED","WILEY","0278-4297","1550-9613","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","8,820","2.1","Q3","0.58","25.08"%,
"JOURNAL OF RADIATION RESEARCH","J RADIAT RES","OXFORD UNIV PRESS","0449-3060","1349-9157","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","3,539","2.1","Q3","0.53","100"%,
"Journal of Medical Radiation Sciences","J MED RADIAT SCI","WILEY","2051-3895","2051-3909","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,322","2.1","Q3","0.49","100"%,
"Journal of Medical Ultrasonics","J MED ULTRASON","SPRINGER JAPAN KK","1346-4523","1613-2254","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,123","2.1","Q3","0.47","50.56"%,
"Therapeutic Innovation & Regulatory Science","THER INNOV REGUL SCI","SPRINGER HEIDELBERG","2168-4790","2168-4804","MEDICAL INFORMATICS","SCIE","2,132","2.1","Q4","0.44","46.65"%,
"CVIR Endovascular","CVIR ENDOVASC","SPRINGERNATURE","N/A","2520-8934","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","783","2.1","Q3","0.43","100"%,
"Journal of Medical and Biological Engineering","J MED BIOL ENG","SPRINGER HEIDELBERG","1609-0985","2199-4757","ENGINEERING, BIOMEDICAL","SCIE","1,655","2.1","Q3","0.33","20.43"%,
"INTERNATIONAL JOURNAL OF RADIATION BIOLOGY","INT J RADIAT BIOL","TAYLOR & FRANCIS LTD","0955-3002","1362-3095","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","5,536","2","Q3","0.7","8.16"%,
"MEDICAL DECISION MAKING","MED DECIS MAKING","SAGE PUBLICATIONS INC","0272-989X","1552-681X","MEDICAL INFORMATICS","SCIE","7,373","2","Q4","0.61","51.5"%,
"Technical Innovations & Patient Support in Radiation Oncology","TECH INNOV PATIENT S","ELSEVIER","N/A","2405-6324","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","676","2","Q3","0.59","100"%,
"International Journal of Particle Therapy","INT J PART THER","ELSEVIER","N/A","2331-5180","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","676","2","Q3","0.57","100"%,
"Biomedical Physics & Engineering Express","BIOMED PHYS ENG EXPR","IOP Publishing Ltd","2057-1976","2057-1976","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","2,686","2","Q3","0.56","54.84"%,
"Sports Biomechanics","SPORT BIOMECH","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1476-3141","1752-6116","ENGINEERING, BIOMEDICAL","SCIE","3,323","2","Q3","0.56","17.73"%,
"CLINICAL RADIOLOGY","CLIN RADIOL","W B SAUNDERS CO LTD","0009-9260","1365-229X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","7,964","2","Q3","0.53","10.77"%,
"Journal of Tissue Engineering and Regenerative Medicine","J TISSUE ENG REGEN M","WILEY","1932-6254","1932-7005","ENGINEERING, BIOMEDICAL","SCIE","5,228","2","Q3","0.48","100"%,
"Magnetic Resonance Imaging Clinics of North America","MAGN RESON IMAGING C","W B SAUNDERS CO-ELSEVIER INC","1064-9689","1557-9786","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,206","2","Q3","0.48","2.63"%,
"ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN","ROFO-FORTSCHR RONTG","GEORG THIEME VERLAG KG","1438-9029","1438-9010","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,846","2","Q3","0.45","6.09"%,
"Tissue Engineering Part C-Methods","TISSUE ENG PART C-ME","SAGE PUBLICATIONS INC","1937-3384","1937-3392","ENGINEERING, BIOMEDICAL","SCIE","2,946","2","Q3","0.44","10.29"%,
"CLINICS IN LABORATORY MEDICINE","CLIN LAB MED","W B SAUNDERS CO-ELSEVIER INC","0272-2712","1557-9832","MEDICAL LABORATORY TECHNOLOGY","SCIE","1,832","1.9","Q3","0.83","1.39"%,
"IRBM","IRBM","ELSEVIER SCIENCE INC","1959-0318","1876-0988","ENGINEERING, BIOMEDICAL","SCIE","1,358","1.9","Q3","0.79","32.62"%,
"Journal of Innovative Optical Health Sciences","J INNOV OPT HEAL SCI","WORLD SCIENTIFIC PUBL CO PTE LTD","1793-5458","1793-7205","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,061","1.9","Q3","0.63","100"%,
"Journal of Laboratory Medicine","J LAB MED","WALTER DE GRUYTER GMBH","2567-9430","2567-9449","MEDICAL LABORATORY TECHNOLOGY","SCIE","511","1.9","Q3","0.56","100"%,
"INTERVENTIONAL NEURORADIOLOGY","INTERV NEURORADIOL","SAGE PUBLICATIONS INC","1591-0199","2385-2011","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","3,645","1.9","Q3","0.53","13.78"%,
"COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING","COMPUT METHOD BIOMEC","TAYLOR & FRANCIS LTD","1025-5842","1476-8259","ENGINEERING, BIOMEDICAL","SCIE","4,873","1.9","Q3","0.39","4.62"%,
"Computer Methods in Biomechanics and Biomedical Engineering-Imaging and Visualization","COMP M BIO BIO E-IV","TAYLOR & FRANCIS LTD","2168-1163","2168-1171","ENGINEERING, BIOMEDICAL","ESCI","1,025","1.9","Q3","0.3","47.09"%,
"Practical Laboratory Medicine","PRACT LAB MED","ELSEVIER","N/A","2352-5517","MEDICAL LABORATORY TECHNOLOGY","ESCI","772","1.8","Q3","0.75","100"%,
"RADIOPROTECTION","RADIOPROTECTION","EDP SCIENCES S A","0033-8451","1769-700X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","605","1.8","Q3","0.61","53.6"%,
"CLINICAL BIOMECHANICS","CLIN BIOMECH","ELSEVIER SCI LTD","0268-0033","1879-1271","ENGINEERING, BIOMEDICAL","SCIE","10,663","1.8","Q4","0.55","24.79"%,
"INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING","INT J CARDIOVAS IMAG","SPRINGER","1569-5794","1875-8312","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","4,982","1.8","Q3","0.45","39.53"%,
"Journal of Laboratory and Precision Medicine","J LAB PRECIS MED","AME PUBLISHING COMPANY","2519-9005","2519-9005","MEDICAL LABORATORY TECHNOLOGY","ESCI","398","1.8","Q3","0.43","100"%,
"Medical Ultrasonography","MED ULTRASON","SOC ROMANA ULTRASONOGRAFE MEDICINA BIOLOGIE-SRUMB","1844-4172","2066-8643","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,259","1.8","Q3","0.42","100"%,
"European Journal of Hybrid Imaging","EUR J HYBRID IMAG","SPRINGERNATURE","N/A","2510-3636","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","308","1.8","Q3","0.41","100"%,
"JMIR XR and Spatial Computing","JMIR XR SPAT COMPUT","JMIR PUBLICATIONS, INC","N/A","2818-3045","MEDICAL INFORMATICS","ESCI","42","1.8","Q4","0.39","100"%,
"Techniques in Vascular and Interventional Radiology","TECH VASC INTERV RAD","ELSEVIER","1089-2516","1557-9808","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,023","1.8","Q3","0.39","10.71"%,
"Radiology Advances","RADIOL ADV","OXFORD UNIV PRESS","N/A","2976-9337","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","81","1.8","Q3","0.36","100"%,
"PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE","P I MECH ENG H","SAGE PUBLICATIONS LTD","0954-4119","2041-3033","ENGINEERING, BIOMEDICAL","SCIE","3,456","1.8","Q4","0.31","12.58"%,
"Journal of Medical Signals & Sensors","J MED SIGNALS SENS","WOLTERS KLUWER MEDKNOW PUBLICATIONS","2228-7477","2228-7477","ENGINEERING, BIOMEDICAL","ESCI","610","1.8","Q4","0.25","100"%,
"ULTRASONIC IMAGING","ULTRASONIC IMAGING","SAGE PUBLICATIONS INC","0161-7346","1096-0910","ENGINEERING, BIOMEDICAL","SCIE","936","1.7","Q4","0.56","5.75"%,
"ULTRASONIC IMAGING","ULTRASONIC IMAGING","SAGE PUBLICATIONS INC","0161-7346","1096-0910","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","936","1.7","Q3","0.56","5.75"%,
"Informatics for Health & Social Care","INFORM HEALTH SOC CA","TAYLOR & FRANCIS INC","1753-8157","1753-8165","MEDICAL INFORMATICS","SCIE","905","1.7","Q4","0.53","4.55"%,
"EJNMMI Reports","EJNMMI REP","SPRINGERNATURE","N/A","3005-074X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","95","1.7","Q3","0.51","100"%,
"JOURNAL OF RADIOLOGICAL PROTECTION","J RADIOL PROT","IOP Publishing Ltd","0952-4746","1361-6498","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,956","1.7","Q3","0.5","66.17"%,
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","CANCER BIOTHER RADIO","SAGE PUBLICATIONS INC","1084-9785","1557-8852","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,507","1.7","Q3","0.46","7.65"%,
"American Journal of Nuclear Medicine and Molecular Imaging","AM J NUCL MED MOLEC","E-CENTURY PUBLISHING CORP","2160-8407","2160-8407","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","792","1.7","Q3","0.43","4"%,
"Brachytherapy","BRACHYTHERAPY","ELSEVIER SCIENCE INC","1538-4721","1873-1449","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,293","1.7","Q3","0.42","10.49"%,
"Journal of Breast Imaging","J BREAST IMAGING","OXFORD UNIV PRESS","2631-6110","2631-6129","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","779","1.7","Q3","0.41","8.82"%,
"Journal of Lasers in Medical Sciences","J LASERS MED SCI","SHAHID BEHESHTI UNIV MEDICAL SCIENCES, FAC MEDICINE","2008-9783","2228-6721","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,369","1.7","Q3","0.4","99.5"%,
"Medical Dosimetry","MED DOSIM","ELSEVIER SCIENCE INC","0958-3947","1873-4022","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,182","1.7","Q3","0.4","14.81"%,
"Reports of Practical Oncology and Radiotherapy","REP PRACT ONCOL RADI","VIA MEDICA","1507-1367","2083-4640","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,736","1.7","Q3","0.4","99.61"%,
"Biopreservation and Biobanking","BIOPRESERV BIOBANK","SAGE PUBLICATIONS INC","1947-5535","1947-5543","MEDICAL LABORATORY TECHNOLOGY","SCIE","1,592","1.7","Q3","0.35","11.67"%,
"Biosurface and Biotribology","BIOSURF BIOTRIBOL","WILEY","2405-4518","2405-4518","ENGINEERING, BIOMEDICAL","ESCI","523","1.7","Q4","0.26","100"%,
"Applied Bionics and Biomechanics","APPL BIONICS BIOMECH","WILEY","1176-2322","1754-2103","ENGINEERING, BIOMEDICAL","SCIE","1,365","1.7","Q4","0.24","100"%,
"Bioinspired Biomimetic and Nanobiomaterials","BIOINSPIR BIOMIM NAN","EMERALD GROUP PUBLISHING LTD","2045-9858","2045-9866","ENGINEERING, BIOMEDICAL","SCIE","289","1.7","Q4","0.2","6.67"%,
"Radiological Physics and Technology","RADIOL PHYS TECHNOL","SPRINGER JAPAN KK","1865-0333","1865-0341","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","943","1.6","Q3","0.48","14.58"%,
"Journal of Applied Biomechanics","J APPL BIOMECH","HUMAN KINETICS PUBL INC","1065-8483","1543-2688","ENGINEERING, BIOMEDICAL","SCIE","2,873","1.6","Q4","0.46","0.53"%,
"JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME","J BIOMECH ENG-T ASME","ASME","0148-0731","1528-8951","ENGINEERING, BIOMEDICAL","SCIE","8,105","1.6","Q4","0.46","7.62"%,
"Journal of Ultrasound","J ULTRASOUND","SPRINGER INT PUBL AG","1971-3495","1876-7931","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,700","1.6","Q3","0.46","27.3"%,
"Polish Journal of Radiology","POL J RADIOL","INT SCIENTIFIC INFORMATION INC","0137-7183","1899-0967","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,379","1.6","Q3","0.41","99.52"%,
"INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS","INT J ARTIF ORGANS","SAGE PUBLICATIONS LTD","0391-3988","1724-6040","ENGINEERING, BIOMEDICAL","SCIE","2,454","1.6","Q4","0.38","11.21"%,
"SEMINARS IN ROENTGENOLOGY","SEMIN ROENTGENOL","W B SAUNDERS CO-ELSEVIER INC","0037-198X","1558-4658","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","474","1.6","Q3","0.36","16.67"%,
"AIMS Bioengineering","AIMS BIOENG","AMER INST MATHEMATICAL SCIENCES-AIMS","2375-1495","2375-1495","ENGINEERING, BIOMEDICAL","ESCI","317","1.6","Q4","0.27","100"%,
"SURGICAL AND RADIOLOGIC ANATOMY","SURG RADIOL ANAT","SPRINGER FRANCE","0930-1038","1279-8517","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","5,558","1.5","Q3","0.66","19.11"%,
"NEUROIMAGING CLINICS OF NORTH AMERICA","NEUROIMAG CLIN N AM","W B SAUNDERS CO-ELSEVIER INC","1052-5149","1557-9867","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,663","1.5","Q3","0.45","3.88"%,
"JOURNAL OF EVALUATION IN CLINICAL PRACTICE","J EVAL CLIN PRACT","WILEY","1356-1294","1365-2753","MEDICAL INFORMATICS","SCIE","6,609","1.5","Q4","0.42","44.8"%,
"Journal of Medical Imaging and Radiation Oncology","J MED IMAG RADIAT ON","WILEY","1754-9477","1754-9485","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,228","1.5","Q3","0.42","36.71"%,
"Journal of Nuclear Medicine Technology","J NUCL MED TECHNOL","SOC NUCLEAR MEDICINE INC","0091-4916","1535-5675","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,383","1.5","Q3","0.42","4.15"%,
"NUKLEARMEDIZIN-NUCLEAR MEDICINE","NUKLEARMED-NUCL MED","GEORG THIEME VERLAG KG","0029-5566","2567-6407","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","501","1.5","Q3","0.34","18.52"%,
"RADIOLOGIA","RADIOLOGIA-MADRID","ELSEVIER ESPANA","0033-8338","1578-178X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","755","1.5","Q3","0.32","5.02"%,
"Journal of Contemporary Brachytherapy","J CONTEMP BRACHYTHER","TERMEDIA PUBLISHING HOUSE LTD","1689-832X","2081-2841","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,041","1.5","Q3","0.31","97.47"%,
"Journal of Ultrasonography","J ULTRASON","Paradigm Publishing Services-De Gruyter Brill Sp Zoo","2084-8404","2451-070X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","715","1.5","Q3","0.31","100"%,
"Medical Devices-Evidence and Research","MED DEVICES-EVID RES","DOVE MEDICAL PRESS LTD","1179-1470","1179-1470","ENGINEERING, BIOMEDICAL","ESCI","1,170","1.5","Q4","0.27","98.29"%,
"SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION","SCAND J CLIN LAB INV","TAYLOR & FRANCIS LTD","0036-5513","1502-7686","MEDICAL LABORATORY TECHNOLOGY","SCIE","3,583","1.4","Q3","0.5","19.84"%,
"Radiology Research and Practice","RADIOL RES PRACT","WILEY","2090-1941","2090-195X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","364","1.4","Q3","0.45","100"%,
"Current Problems in Diagnostic Radiology","CURR PROBL DIAGN RAD","MOSBY-ELSEVIER","0363-0188","0363-0188","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,488","1.4","Q3","0.44","21.52"%,
"QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING","Q J NUCL MED MOL IM","EDIZIONI MINERVA MEDICA","1824-4785","1827-1936","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","655","1.4","Q3","0.42","5.68"%,
"NUCLEAR MEDICINE COMMUNICATIONS","NUCL MED COMMUN","LIPPINCOTT WILLIAMS & WILKINS","0143-3636","1473-5628","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,835","1.4","Q3","0.41","16.38"%,
"JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY","J COMPUT ASSIST TOMO","LIPPINCOTT WILLIAMS & WILKINS","0363-8715","1532-3145","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","4,055","1.4","Q3","0.4","9.38"%,
"Advances in Laboratory Medicine-Avances en Medicina de Laboratorio","ADV LAB MED","WALTER DE GRUYTER GMBH","N/A","2628-491X","MEDICAL LABORATORY TECHNOLOGY","ESCI","364","1.4","Q3","0.38","100"%,
"SEMINARS IN MUSCULOSKELETAL RADIOLOGY","SEMIN MUSCULOSKEL R","THIEME MEDICAL PUBL INC","1089-7860","1098-898X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,259","1.4","Q3","0.36","3.41"%,
"Clinical and Translational Imaging","CLIN TRANSL IMAGING","SPRINGER-VERLAG ITALIA SRL","2281-5872","2281-7565","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","796","1.4","Q3","0.34","21.12"%,
"BIOMECHANICS","BIOMECHANICS-BASEL","MDPI","N/A","2673-7078","ENGINEERING, BIOMEDICAL","ESCI","333","1.4","Q4","0.33","100"%,
"Online Journal of Public Health Informatics","ONLINE J PUBLIC HLTH","JMIR PUBLICATIONS, INC","N/A","1947-2579","MEDICAL INFORMATICS","ESCI","494","1.4","Q4","0.3","100"%,
"Journal of the Belgian Society of Radiology","J BELG SOC RADIOL","UBIQUITY PRESS LTD","2514-8281","2514-8281","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","477","1.4","Q3","0.21","100"%,
"APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY","APPL IMMUNOHISTO M M","LIPPINCOTT WILLIAMS & WILKINS","1541-2016","1533-4058","MEDICAL LABORATORY TECHNOLOGY","SCIE","2,097","1.3","Q4","0.64","14"%,
"JOURNAL OF THORACIC IMAGING","J THORAC IMAG","LIPPINCOTT WILLIAMS & WILKINS","0883-5993","1536-0237","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,637","1.3","Q4","0.53","18.13"%,
"TECHNOLOGY AND HEALTH CARE","TECHNOL HEALTH CARE","SAGE PUBLICATIONS INC","0928-7329","1878-7401","ENGINEERING, BIOMEDICAL","SCIE","2,878","1.3","Q4","0.38","1.91"%,
"Cancer Radiotherapie","CANCER RADIOTHER","ELSEVIER","1278-3218","1769-6658","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,497","1.3","Q4","0.37","19.74"%,
"JOURNAL OF CLINICAL ULTRASOUND","J CLIN ULTRASOUND","WILEY","0091-2751","1097-0096","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,800","1.3","Q4","0.32","12.88"%,
"Journal of Medical Ultrasound","J MED ULTRASOUND","WOLTERS KLUWER MEDKNOW PUBLICATIONS","0929-6441","2212-1552","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","665","1.3","Q4","0.27","100"%,
"PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY","PACE","WILEY","0147-8389","1540-8159","ENGINEERING, BIOMEDICAL","SCIE","4,887","1.3","Q4","0.27","26.57"%,
"Biomedical Engineering-Biomedizinische Technik","BIOMED ENG-BIOMED TE","WALTER DE GRUYTER GMBH","0013-5585","1862-278X","ENGINEERING, BIOMEDICAL","SCIE","1,359","1.3","Q4","0.25","40.56"%,
"Biomedical Engineering-Biomedizinische Technik","BIOMED ENG-BIOMED TE","WALTER DE GRUYTER GMBH","0013-5585","1862-278X","MEDICAL INFORMATICS","SCIE","1,359","1.3","Q4","0.25","40.56"%,
"BIO-MEDICAL MATERIALS AND ENGINEERING","BIO-MED MATER ENG","SAGE PUBLICATIONS INC","0959-2989","1878-3619","ENGINEERING, BIOMEDICAL","SCIE","1,395","1.3","Q4","0.23","2.42"%,
"Progress in Biomaterials","PROG BIOMATER","OICC Press","2194-0509","2194-0517","ENGINEERING, BIOMEDICAL","SCIE","1,370","1.2","Q4","0.54","1.89"%,
"Current Radiology Reports","CURR RADIOL REP","SPRINGERNATURE","N/A","2167-4825","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","355","1.2","Q4","0.41","40.74"%,
"Emergency Radiology","EMERG RADIOL","SPRINGER HEIDELBERG","1070-3004","1438-1435","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","1,798","1.2","Q4","0.39","19.18"%,
"HEALTH PHYSICS","HEALTH PHYS","LIPPINCOTT WILLIAMS & WILKINS","0017-9078","1538-5159","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","4,478","1.2","Q4","0.38","13.16"%,
