"Journal Data Filtered By:  Selected Categories: CLINICAL NEUROLOGY;NEUROIMAGING;NEUROSCIENCES Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2025 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2025 JIF,JIF Quartile,2025 JCI,% of Citable OA
"Current Sleep Medicine Reports","CURR SLEEP MED REP","SPRINGERNATURE","N/A","2198-6401","CLINICAL NEUROLOGY","ESCI","844","3.3","Q2","0.63","26.47"%,
"CNS & Neurological Disorders-Drug Targets","CNS NEUROL DISORD-DR","BENTHAM SCIENCE PUBL","1871-5273","1996-3181","NEUROSCIENCES","SCIE","4,030","3.3","Q2","0.58","1.48"%,
"EUROPEAN SPINE JOURNAL","EUR SPINE J","SPRINGER","0940-6719","1432-0932","CLINICAL NEUROLOGY","SCIE","23,293","3.2","Q2","1.01","28.36"%,
"PSYCHOPHYSIOLOGY","PSYCHOPHYSIOLOGY","WILEY","0048-5772","1469-8986","NEUROSCIENCES","SCIE","17,431","3.2","Q3","0.99","59.85"%,
"CLINICAL JOURNAL OF PAIN","CLIN J PAIN","LIPPINCOTT WILLIAMS & WILKINS","0749-8047","1536-5409","CLINICAL NEUROLOGY","SCIE","7,813","3.2","Q2","0.95","14.16"%,
"CORTEX","CORTEX","ELSEVIER MASSON, CORP OFF","0010-9452","1973-8102","NEUROSCIENCES","SCIE","14,510","3.2","Q3","0.95","57.02"%,
"North American Spine Society Journal","N AM SPINE SOC J","ELSEVIER","N/A","2666-5484","CLINICAL NEUROLOGY","ESCI","947","3.2","Q2","0.92","100"%,
"Cerebral Circulation-Cognition and Behavior","CEREB CIRC-COGN BEHA","ELSEVIER","2666-2450","2666-2450","CLINICAL NEUROLOGY","ESCI","480","3.2","Q2","0.84","100"%,
"Pain Physician","PAIN PHYSICIAN","ASIPP Publishing","1533-3159","N/A","CLINICAL NEUROLOGY","SCIE","6,528","3.2","Q2","0.81","2.06"%,
"Clinical Neuroradiology","CLIN NEURORADIOL","SPRINGER HEIDELBERG","1869-1439","1869-1447","CLINICAL NEUROLOGY","SCIE","2,209","3.2","Q2","0.8","51.48"%,
"Neuropsychiatric Disease and Treatment","NEUROPSYCH DIS TREAT","DOVE MEDICAL PRESS LTD","N/A","1178-2021","CLINICAL NEUROLOGY","SCIE","12,243","3.2","Q2","0.76","98.91"%,
"Neurologia i Neurochirurgia Polska","NEUROL NEUROCHIR POL","VIA MEDICA","0028-3843","1897-4260","CLINICAL NEUROLOGY","SCIE","1,559","3.2","Q2","0.75","4.52"%,
"BRAIN RESEARCH","BRAIN RES","ELSEVIER","0006-8993","1872-6240","NEUROSCIENCES","SCIE","40,293","3.2","Q3","0.72","20.29"%,
"Canadian Journal of Pain-Revue Canadienne de la Douleur","CAN J PAIN","TAYLOR & FRANCIS LTD","2474-0527","2474-0527","CLINICAL NEUROLOGY","ESCI","667","3.2","Q2","0.7","100"%,
"NEUROSCIENCE RESEARCH","NEUROSCI RES","ELSEVIER IRELAND LTD","0168-0102","1872-8111","NEUROSCIENCES","SCIE","5,357","3.2","Q3","0.62","67.12"%,
"Clocks & Sleep","CLOCKS SLEEP","MDPI","N/A","2624-5175","CLINICAL NEUROLOGY","ESCI","870","3.2","Q2","0.6","100"%,
"Clocks & Sleep","CLOCKS SLEEP","MDPI","N/A","2624-5175","NEUROSCIENCES","ESCI","870","3.2","Q3","0.6","100"%,
"Global Spine Journal","GLOB SPINE J","SAGE PUBLICATIONS LTD","2192-5682","2192-5690","CLINICAL NEUROLOGY","SCIE","7,661","3.1","Q2","1.04","100"%,
"Journal of Pain Research","J PAIN RES","DOVE MEDICAL PRESS LTD","1178-7090","1178-7090","CLINICAL NEUROLOGY","SCIE","9,998","3.1","Q2","0.75","99.66"%,
"Pain Research & Management","PAIN RES MANAG","WILEY","1203-6765","1918-1523","CLINICAL NEUROLOGY","SCIE","3,781","3.1","Q2","0.75","100"%,
"JOURNAL OF THE NEUROLOGICAL SCIENCES","J NEUROL SCI","ELSEVIER","0022-510X","1878-5883","CLINICAL NEUROLOGY","SCIE","19,510","3.1","Q2","0.74","26.5"%,
"JOURNAL OF THE NEUROLOGICAL SCIENCES","J NEUROL SCI","ELSEVIER","0022-510X","1878-5883","NEUROSCIENCES","SCIE","19,510","3.1","Q3","0.74","26.5"%,
"SEIZURE-EUROPEAN JOURNAL OF EPILEPSY","SEIZURE-EUR J EPILEP","W B SAUNDERS CO LTD","1059-1311","1532-2688","CLINICAL NEUROLOGY","SCIE","9,732","3.1","Q2","0.73","27.07"%,
"SEIZURE-EUROPEAN JOURNAL OF EPILEPSY","SEIZURE-EUR J EPILEP","W B SAUNDERS CO LTD","1059-1311","1532-2688","NEUROSCIENCES","SCIE","9,732","3.1","Q3","0.73","27.07"%,
"Stroke-Vascular and Interventional Neurology","STROKE-VASC INTERV N","LIPPINCOTT WILLIAMS & WILKINS","2694-5746","2694-5746","CLINICAL NEUROLOGY","ESCI","1,145","3.1","Q2","0.71","100"%,
"NUTRITIONAL NEUROSCIENCE","NUTR NEUROSCI","TAYLOR & FRANCIS LTD","1028-415X","1476-8305","NEUROSCIENCES","SCIE","4,683","3.1","Q3","0.69","6.71"%,
"JOURNAL OF NEUROSCIENCE RESEARCH","J NEUROSCI RES","WILEY","0360-4012","1097-4547","NEUROSCIENCES","SCIE","12,207","3.1","Q3","0.66","37.25"%,
"JOURNAL OF NEUROIMMUNOLOGY","J NEUROIMMUNOL","ELSEVIER","0165-5728","1872-8421","NEUROSCIENCES","SCIE","9,975","3.1","Q3","0.63","17.55"%,
"CEREBELLUM","CEREBELLUM","SPRINGER","1473-4222","1473-4230","NEUROSCIENCES","SCIE","4,969","3.1","Q3","0.6","38.05"%,
"Frontiers in Neuroergonomics","FRONT NEUROERGONOM","FRONTIERS MEDIA SA","N/A","2673-6195","NEUROSCIENCES","ESCI","457","3.1","Q3","0.59","100"%,
"Journal of Alzheimers Disease Reports","J ALZHEIMERS DIS REP","SAGE PUBLICATIONS INC","N/A","2542-4823","NEUROSCIENCES","ESCI","1,704","3.1","Q3","0.5","98.08"%,
"Annals of Neurosciences","ANN NEUROSCI","SAGE PUBLICATIONS LTD","0972-7531","0976-3260","NEUROSCIENCES","ESCI","1,185","3.1","Q3","0.42","100"%,
"HEARING RESEARCH","HEARING RES","ELSEVIER","0378-5955","1878-5891","NEUROSCIENCES","SCIE","10,766","3","Q3","1.23","41.35"%,
"Brain Structure & Function","BRAIN STRUCT FUNCT","SPRINGER HEIDELBERG","1863-2653","1863-2661","NEUROSCIENCES","SCIE","8,730","3","Q3","1.17","49.26"%,
"NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY","NEUROPATH APPL NEURO","WILEY","0305-1846","1365-2990","CLINICAL NEUROLOGY","SCIE","4,383","3","Q2","1.02","63.69"%,
"NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY","NEUROPATH APPL NEURO","WILEY","0305-1846","1365-2990","NEUROSCIENCES","SCIE","4,383","3","Q3","1.02","63.69"%,
"JOURNAL OF COGNITIVE NEUROSCIENCE","J COGNITIVE NEUROSCI","MIT PRESS","0898-929X","1530-8898","NEUROSCIENCES","SCIE","15,561","3","Q3","0.96","19.03"%,
"Multiple Sclerosis and Related Disorders","MULT SCLER RELAT DIS","ELSEVIER SCI LTD","2211-0348","2211-0356","CLINICAL NEUROLOGY","SCIE","11,247","3","Q2","0.81","22.66"%,
"CEREBRAL CORTEX","CEREB CORTEX","OXFORD UNIV PRESS INC","1047-3211","1460-2199","NEUROSCIENCES","SCIE","35,182","3","Q3","0.8","25.84"%,
"JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY","J INT NEUROPSYCH SOC","CAMBRIDGE UNIV PRESS","1355-6177","1469-7661","CLINICAL NEUROLOGY","SCIE","7,460","3","Q2","0.8","68.06"%,
"JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY","J INT NEUROPSYCH SOC","CAMBRIDGE UNIV PRESS","1355-6177","1469-7661","NEUROSCIENCES","SCIE","7,460","3","Q3","0.8","68.06"%,
"Imaging Neuroscience","IMAGING NEUROSCI","MIT PRESS","N/A","2837-6056","NEUROIMAGING","ESCI","1,540","3","Q2","0.76","99.88"%,
"Imaging Neuroscience","IMAGING NEUROSCI","MIT PRESS","N/A","2837-6056","NEUROSCIENCES","ESCI","1,540","3","Q3","0.76","99.88"%,
"NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY","NEUROPHYSIOL CLIN","ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","0987-7053","1769-7131","CLINICAL NEUROLOGY","SCIE","2,269","3","Q2","0.74","31.06"%,
"NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY","NEUROPHYSIOL CLIN","ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","0987-7053","1769-7131","NEUROSCIENCES","SCIE","2,269","3","Q3","0.74","31.06"%,
"JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM","J PERIPHER NERV SYST","WILEY","1085-9489","1529-8027","CLINICAL NEUROLOGY","SCIE","2,369","3","Q2","0.73","43.37"%,
"JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM","J PERIPHER NERV SYST","WILEY","1085-9489","1529-8027","NEUROSCIENCES","SCIE","2,369","3","Q3","0.73","43.37"%,
"Frontiers in Integrative Neuroscience","FRONT INTEGR NEUROSC","FRONTIERS MEDIA SA","1662-5145","1662-5145","NEUROSCIENCES","SCIE","3,700","3","Q3","0.72","100"%,
"NEUROGASTROENTEROLOGY AND MOTILITY","NEUROGASTROENT MOTIL","WILEY","1350-1925","1365-2982","CLINICAL NEUROLOGY","SCIE","10,710","3","Q2","0.71","49.75"%,
"NEUROGASTROENTEROLOGY AND MOTILITY","NEUROGASTROENT MOTIL","WILEY","1350-1925","1365-2982","NEUROSCIENCES","SCIE","10,710","3","Q3","0.71","49.75"%,
"Neuroscience Applied","NEUROSCI APPL","ELSEVIER","N/A","2772-4085","NEUROSCIENCES","ESCI","307","3","Q3","0.56","100"%,
"Sleep Medicine Clinics","SLEEP MED CLIN","ELSEVIER INC","1556-407X","1556-4088","CLINICAL NEUROLOGY","ESCI","2,854","2.9","Q2","1.28","0.67"%,
"EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY","EUR J PAEDIATR NEURO","ELSEVIER SCI LTD","1090-3798","1532-2130","CLINICAL NEUROLOGY","SCIE","4,266","2.9","Q2","1.02","29.21"%,
"NEUROPSYCHOLOGY","NEUROPSYCHOLOGY","AMER PSYCHOLOGICAL ASSOC","0894-4105","1931-1559","NEUROSCIENCES","SCIE","5,715","2.9","Q3","0.97","44.64"%,
"NEUROEPIDEMIOLOGY","NEUROEPIDEMIOLOGY","KARGER","0251-5350","1423-0208","CLINICAL NEUROLOGY","SCIE","4,723","2.9","Q2","0.95","19.41"%,
"JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY","JARO-J ASSOC RES OTO","SPRINGER","1525-3961","1438-7573","NEUROSCIENCES","SCIE","2,524","2.9","Q3","0.94","43.75"%,
"Behavioral and Brain Functions","BEHAV BRAIN FUNCT","BMC","N/A","1744-9081","NEUROSCIENCES","SCIE","1,881","2.9","Q3","0.91","100"%,
"BEHAVIOURAL BRAIN RESEARCH","BEHAV BRAIN RES","ELSEVIER","0166-4328","1872-7549","NEUROSCIENCES","SCIE","26,773","2.9","Q3","0.83","24.14"%,
"MUSCLE & NERVE","MUSCLE NERVE","WILEY","0148-639X","1097-4598","CLINICAL NEUROLOGY","SCIE","13,835","2.9","Q2","0.75","42.46"%,
"MUSCLE & NERVE","MUSCLE NERVE","WILEY","0148-639X","1097-4598","NEUROSCIENCES","SCIE","13,835","2.9","Q3","0.75","42.46"%,
"Frontiers in Neuroinformatics","FRONT NEUROINFORM","FRONTIERS MEDIA SA","N/A","1662-5196","NEUROSCIENCES","SCIE","5,176","2.9","Q3","0.71","100"%,
"Cognitive Systems Research","COGN SYST RES","ELSEVIER","2214-4366","1389-0417","NEUROSCIENCES","SCIE","2,096","2.9","Q3","0.67","30.92"%,
"IBRO Neuroscience Reports","IBRO NEUROSCI REP","ELSEVIER","2667-2421","2667-2421","NEUROSCIENCES","ESCI","1,317","2.9","Q3","0.67","100"%,
"Current Research in Neurobiology","CURR RES NEUROBIOL","ELSEVIER","N/A","2665-945X","NEUROSCIENCES","ESCI","461","2.9","Q3","0.66","100"%,
"Current Developmental Disorders Reports","CURR DEV DISORD REP","SPRINGERNATURE","N/A","2196-2987","NEUROSCIENCES","ESCI","955","2.9","Q3","0.63","40"%,
"NEUROINFORMATICS","NEUROINFORMATICS","HUMANA PRESS INC","1539-2791","1559-0089","NEUROSCIENCES","SCIE","2,364","2.9","Q3","0.63","48.8"%,
"Frontiers in Neural Circuits","FRONT NEURAL CIRCUIT","FRONTIERS MEDIA SA","N/A","1662-5110","NEUROSCIENCES","SCIE","5,079","2.9","Q3","0.56","99.49"%,
"HIPPOCAMPUS","HIPPOCAMPUS","WILEY","1050-9631","1098-1063","NEUROSCIENCES","SCIE","7,005","2.9","Q3","0.55","52.46"%,
"NEUROSURGICAL REVIEW","NEUROSURG REV","SPRINGER","0344-5607","1437-2320","CLINICAL NEUROLOGY","SCIE","7,570","2.8","Q2","0.87","23.61"%,
"NEUROLOGIA","NEUROLOGIA","ELSEVIER ESPANA SLU","0213-4853","1578-1968","CLINICAL NEUROLOGY","SCIE","2,348","2.8","Q2","0.82","100"%,
"Brain and Behavior","BRAIN BEHAV","WILEY","2162-3279","2162-3279","NEUROSCIENCES","SCIE","11,019","2.8","Q3","0.76","100"%,
"JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY","J GERIATR PSYCH NEUR","SAGE PUBLICATIONS INC","0891-9887","1552-5708","CLINICAL NEUROLOGY","SCIE","2,686","2.8","Q2","0.72","28"%,
"Neurodegenerative Disease Management","NEURODEGENER DIS MAN","TAYLOR & FRANCIS LTD","1758-2024","1758-2032","CLINICAL NEUROLOGY","ESCI","973","2.8","Q2","0.72","12.93"%,
"NEURORADIOLOGY","NEURORADIOLOGY","SPRINGER","0028-3940","1432-1920","CLINICAL NEUROLOGY","SCIE","7,161","2.8","Q2","0.72","30.56"%,
"NEURORADIOLOGY","NEURORADIOLOGY","SPRINGER","0028-3940","1432-1920","NEUROIMAGING","SCIE","7,161","2.8","Q2","0.72","30.56"%,
"Brain Imaging and Behavior","BRAIN IMAGING BEHAV","SPRINGER","1931-7557","1931-7565","NEUROIMAGING","SCIE","5,750","2.8","Q2","0.7","27.54"%,
"Aging Brain","AGING BRAIN","ELSEVIER","N/A","2589-9589","CLINICAL NEUROLOGY","ESCI","354","2.8","Q2","0.69","100"%,
"Aging Brain","AGING BRAIN","ELSEVIER","N/A","2589-9589","NEUROSCIENCES","ESCI","354","2.8","Q3","0.69","100"%,
"British Journal of Pain","BRIT J PAIN","SAGE PUBLICATIONS LTD","2049-4637","2049-4645","CLINICAL NEUROLOGY","ESCI","1,388","2.8","Q2","0.54","52.1"%,
"JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY","J NEUROSURG ANESTH","LIPPINCOTT WILLIAMS & WILKINS","0898-4921","1537-1921","CLINICAL NEUROLOGY","SCIE","1,874","2.7","Q3","1.05","5.19"%,
"JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY","J ELECTROMYOGR KINES","ELSEVIER SCI LTD","1050-6411","1873-5711","NEUROSCIENCES","SCIE","6,969","2.7","Q3","0.93","38.5"%,
"GAIT & POSTURE","GAIT POSTURE","ELSEVIER IRELAND LTD","0966-6362","1879-2219","NEUROSCIENCES","SCIE","21,613","2.7","Q3","0.86","28.62"%,
"Pain Practice","PAIN PRACT","WILEY","1530-7085","1533-2500","CLINICAL NEUROLOGY","SCIE","3,720","2.7","Q3","0.75","39.68"%,
"AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL","AUTON NEUROSCI-BASIC","ELSEVIER","1566-0702","1872-7484","NEUROSCIENCES","SCIE","4,069","2.7","Q3","0.69","24.22"%,
"REVUE NEUROLOGIQUE","REV NEUROL-FRANCE","MASSON EDITEUR","0035-3787","2213-0004","CLINICAL NEUROLOGY","SCIE","3,633","2.7","Q3","0.68","26.56"%,
"Comprehensive Psychoneuroendocrinology","COMPR PSYCHONEUROEND","ELSEVIER","2666-4976","2666-4976","NEUROSCIENCES","ESCI","682","2.7","Q3","0.67","100"%,
"Brain and Spine","BRAIN SPINE","ELSEVIER","2772-5294","2772-5294","CLINICAL NEUROLOGY","ESCI","1,258","2.7","Q3","0.64","99.82"%,
"Neuropeptides","NEUROPEPTIDES","ELSEVIER","0143-4179","1532-2785","NEUROSCIENCES","SCIE","2,373","2.7","Q3","0.6","20"%,
"Journal of Huntingtons Disease","J HUNTINGTONS DIS","SAGE PUBLICATIONS INC","1879-6397","1879-6400","NEUROSCIENCES","ESCI","1,110","2.7","Q3","0.59","22.22"%,
"NEUROLOGICAL SCIENCES","NEUROL SCI","SPRINGER-VERLAG ITALIA SRL","1590-1874","1590-3478","CLINICAL NEUROLOGY","SCIE","13,582","2.7","Q3","0.59","27.65"%,
"NEUROLOGICAL SCIENCES","NEUROL SCI","SPRINGER-VERLAG ITALIA SRL","1590-1874","1590-3478","NEUROSCIENCES","SCIE","13,582","2.7","Q3","0.59","27.65"%,
"Clinical Parkinsonism & Related Disorders","CLIN PARKINSON RELAT","ELSEVIER","N/A","2590-1125","CLINICAL NEUROLOGY","ESCI","754","2.7","Q3","0.58","100"%,
"Frontiers in Dementia","FRONT DEMENT","FRONTIERS MEDIA SA","N/A","2813-3919","CLINICAL NEUROLOGY","ESCI","237","2.7","Q3","0.5","100"%,
"Frontiers in Dementia","FRONT DEMENT","FRONTIERS MEDIA SA","N/A","2813-3919","NEUROSCIENCES","ESCI","237","2.7","Q3","0.5","100"%,
"CLINICAL NEUROPSYCHOLOGIST","CLIN NEUROPSYCHOL","TAYLOR & FRANCIS INC","1385-4046","1744-4144","CLINICAL NEUROLOGY","SCIE","5,542","2.6","Q3","0.93","9.15"%,
"BMJ Neurology Open","BMJ NEUROL OPEN","BMJ PUBLISHING GROUP","N/A","2632-6140","CLINICAL NEUROLOGY","ESCI","740","2.6","Q3","0.74","100"%,
"BMC Neurology","BMC NEUROL","BMC","N/A","1471-2377","CLINICAL NEUROLOGY","SCIE","12,355","2.6","Q3","0.72","100"%,
"eNeuro","ENEURO","SOC NEUROSCIENCE","N/A","2373-2822","NEUROSCIENCES","SCIE","8,301","2.6","Q3","0.65","99.45"%,
"CHEMICAL SENSES","CHEM SENSES","OXFORD UNIV PRESS","0379-864X","1464-3553","NEUROSCIENCES","SCIE","4,914","2.6","Q3","0.61","34.93"%,
"JOURNAL OF CHEMICAL NEUROANATOMY","J CHEM NEUROANAT","ELSEVIER","0891-0618","1873-6300","NEUROSCIENCES","SCIE","3,208","2.6","Q3","0.56","10.22"%,
"Brain-Computer Interfaces","BRAIN-COMPUT INTERFA","TAYLOR & FRANCIS LTD","2326-263X","2326-2621","NEUROSCIENCES","ESCI","397","2.6","Q3","0.51","35.29"%,
"Acta Epileptologica","ACTA EPILEPTOL","SPRINGERNATURE","2096-9384","2524-4434","CLINICAL NEUROLOGY","ESCI","361","2.6","Q3","0.4","100"%,
"World Neurosurgery-X","WORLD NEUROSURG-X","ELSEVIER","N/A","2590-1397","CLINICAL NEUROLOGY","ESCI","760","2.5","Q3","0.88","99.71"%,
"NEUROSURGERY CLINICS OF NORTH AMERICA","NEUROSURG CLIN N AM","W B SAUNDERS CO-ELSEVIER INC","1042-3680","1558-1349","CLINICAL NEUROLOGY","SCIE","2,775","2.5","Q3","0.86","2.8"%,
"Neuropsychologia","NEUROPSYCHOLOGIA","PERGAMON-ELSEVIER SCIENCE LTD","0028-3932","1873-3514","NEUROSCIENCES","SCIE","23,241","2.5","Q3","0.71","40.08"%,
"JOURNAL OF NEUROSCIENCE METHODS","J NEUROSCI METH","ELSEVIER","0165-0270","1872-678X","NEUROSCIENCES","SCIE","18,974","2.5","Q3","0.69","34.75"%,
"JOURNAL OF NEUROIMAGING","J NEUROIMAGING","WILEY","1051-2284","1552-6569","CLINICAL NEUROLOGY","SCIE","3,235","2.5","Q3","0.67","43.54"%,
"JOURNAL OF NEUROIMAGING","J NEUROIMAGING","WILEY","1051-2284","1552-6569","NEUROIMAGING","SCIE","3,235","2.5","Q3","0.67","43.54"%,
"EPILEPTIC DISORDERS","EPILEPTIC DISORD","WILEY","1294-9361","1950-6945","CLINICAL NEUROLOGY","SCIE","2,695","2.5","Q3","0.65","38.13"%,
"Neuro-Oncology Practice","NEURO-ONCOL PRACT","OXFORD UNIV PRESS","2054-2577","2054-2585","CLINICAL NEUROLOGY","ESCI","1,670","2.5","Q3","0.64","42.91"%,
"DEMENTIA AND GERIATRIC COGNITIVE DISORDERS","DEMENT GERIATR COGN","KARGER","1420-8008","1421-9824","CLINICAL NEUROLOGY","SCIE","4,612","2.5","Q3","0.61","15.67"%,
"EUROPEAN JOURNAL OF NEUROSCIENCE","EUR J NEUROSCI","WILEY","0953-816X","1460-9568","NEUROSCIENCES","SCIE","22,908","2.5","Q3","0.6","57.03"%,
"SYNAPSE-Structure Function Connectivity","SYNAPSE","WILEY","0887-4476","1098-2396","NEUROSCIENCES","SCIE","2,446","2.5","Q3","0.53","23.08"%,
"Purinergic Signalling","PURINERG SIGNAL","SPRINGER","1573-9538","1573-9546","NEUROSCIENCES","SCIE","2,320","2.5","Q3","0.47","37.89"%,
"Frontiers in Neuroimaging","FRONT NEUROIMAGING","FRONTIERS MEDIA SA","N/A","2813-1193","NEUROIMAGING","ESCI","325","2.5","Q3","0.46","100"%,
"PRACTICAL NEUROLOGY","PRACT NEUROL","BMJ PUBLISHING GROUP","1474-7758","1474-7766","CLINICAL NEUROLOGY","ESCI","2,427","2.5","Q3","0.37","3.74"%,
"Frontiers in Neuroanatomy","FRONT NEUROANAT","FRONTIERS MEDIA SA","1662-5129","1662-5129","NEUROSCIENCES","SCIE","4,672","2.4","Q3","0.94","100"%,
"BRAIN AND LANGUAGE","BRAIN LANG","ACADEMIC PRESS INC ELSEVIER SCIENCE","0093-934X","1090-2155","NEUROSCIENCES","SCIE","6,427","2.4","Q3","0.91","44.16"%,
"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration","AMYOTROPH LAT SCL FR","TAYLOR & FRANCIS LTD","2167-8421","2167-9223","CLINICAL NEUROLOGY","SCIE","4,522","2.4","Q3","0.77","33.9"%,
"EPILEPSY & BEHAVIOR","EPILEPSY BEHAV","ACADEMIC PRESS INC ELSEVIER SCIENCE","1525-5050","1525-5069","CLINICAL NEUROLOGY","SCIE","17,261","2.4","Q3","0.75","24.12"%,
"PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR","PHARMACOL BIOCHEM BE","PERGAMON-ELSEVIER SCIENCE LTD","0091-3057","1873-5177","NEUROSCIENCES","SCIE","10,045","2.4","Q3","0.73","17.58"%,
"GENES BRAIN AND BEHAVIOR","GENES BRAIN BEHAV","WILEY","1601-1848","1601-183X","NEUROSCIENCES","SCIE","3,280","2.4","Q3","0.71","96.04"%,
"ACTA NEUROPSYCHIATRICA","ACTA NEUROPSYCHIATR","CAMBRIDGE UNIV PRESS","0924-2708","1601-5215","NEUROSCIENCES","SCIE","1,638","2.4","Q3","0.65","79.11"%,
"JOURNAL OF MOLECULAR NEUROSCIENCE","J MOL NEUROSCI","SPRINGERNATURE","0895-8696","1559-1166","NEUROSCIENCES","SCIE","6,607","2.4","Q3","0.63","20.7"%,
"PSYCHIATRY RESEARCH-NEUROIMAGING","PSYCHIAT RES-NEUROIM","ELSEVIER IRELAND LTD","0925-4927","1872-7506","CLINICAL NEUROLOGY","SCIE","5,540","2.4","Q3","0.62","26.37"%,
"PSYCHIATRY RESEARCH-NEUROIMAGING","PSYCHIAT RES-NEUROIM","ELSEVIER IRELAND LTD","0925-4927","1872-7506","NEUROIMAGING","SCIE","5,540","2.4","Q3","0.62","26.37"%,
"Journal of Central Nervous System Disease","J CENT NERV SYST DIS","SAGE PUBLICATIONS LTD","1179-5735","1179-5735","CLINICAL NEUROLOGY","ESCI","775","2.4","Q3","0.61","100"%,
"Addiction Neuroscience","ADDICT NEUROSCI","ELSEVIER","N/A","2772-3925","NEUROSCIENCES","ESCI","394","2.4","Q3","0.6","100"%,
"NEUROENDOCRINOLOGY","NEUROENDOCRINOLOGY","KARGER","0028-3835","1423-0194","NEUROSCIENCES","SCIE","4,924","2.4","Q3","0.6","19.72"%,
"Sleep Medicine-X","SLEEP MED-X","ELSEVIER","N/A","2590-1427","CLINICAL NEUROLOGY","ESCI","287","2.4","Q3","0.6","100"%,
"Sleep and Breathing","SLEEP BREATH","SPRINGER HEIDELBERG","1520-9512","1522-1709","CLINICAL NEUROLOGY","SCIE","6,948","2.4","Q3","0.58","26.9"%,
"Neurology Research International","NEUROL RES INT","WILEY","2090-1852","2090-1860","NEUROSCIENCES","ESCI","577","2.4","Q3","0.52","100"%,
"Current Alzheimer Research","CURR ALZHEIMER RES","BENTHAM SCIENCE PUBL LTD","1567-2050","1875-5828","CLINICAL NEUROLOGY","SCIE","4,750","2.4","Q3","0.47","5.66"%,
"Current Alzheimer Research","CURR ALZHEIMER RES","BENTHAM SCIENCE PUBL LTD","1567-2050","1875-5828","NEUROSCIENCES","SCIE","4,750","2.4","Q3","0.47","5.66"%,
"Experimental Neurobiology","EXP NEUROBIOL","KOREAN SOC BRAIN & NEURAL SCIENCE, KOREAN SOC NEURODEGENERATIVE DISEASE","1226-2560","2093-8144","NEUROSCIENCES","SCIE","1,497","2.4","Q3","0.45","100"%,
"JOURNAL OF COMPARATIVE NEUROLOGY","J COMP NEUROL","WILEY","0021-9967","1096-9861","NEUROSCIENCES","SCIE","21,047","2.3","Q3","0.89","56.01"%,
"JOURNAL OF NEUROSCIENCE NURSING","J NEUROSCI NURS","LIPPINCOTT WILLIAMS & WILKINS","0888-0395","1945-2810","CLINICAL NEUROLOGY","SCIE","1,454","2.3","Q3","0.79","8.18"%,
"Journal of Neurophysiology","J NEUROPHYSIOL","AMER PHYSIOLOGICAL SOC","0022-3077","1522-1598","NEUROSCIENCES","SCIE","36,688","2.3","Q3","0.75","39.85"%,
"JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY","J COMP PHYSIOL A","SPRINGER HEIDELBERG","0340-7594","1432-1351","NEUROSCIENCES","SCIE","4,947","2.3","Q3","0.73","60.25"%,
"Journal of Spine Surgery","J SPINE SURG-HK","AME PUBLISHING COMPANY","2414-469X","2414-4630","CLINICAL NEUROLOGY","ESCI","358","2.3","Q3","0.73","100"%,
"EPILEPSY RESEARCH","EPILEPSY RES","ELSEVIER","0920-1211","1872-6844","CLINICAL NEUROLOGY","SCIE","7,717","2.3","Q3","0.65","21.36"%,
"Brain Connectivity","BRAIN CONNECT","SAGE PUBLICATIONS INC","2158-0014","2158-0022","NEUROSCIENCES","SCIE","3,164","2.3","Q3","0.61","4.69"%,
"Clinical Neurophysiology Practice","CLIN NEUROPHYS PRACT","ELSEVIER","2467-981X","2467-981X","NEUROSCIENCES","ESCI","859","2.3","Q3","0.51","100"%,
"Seminars in Pediatric Neurology","SEMIN PEDIATR NEUROL","W B SAUNDERS CO-ELSEVIER INC","1071-9091","1558-0776","CLINICAL NEUROLOGY","SCIE","1,583","2.3","Q3","0.47","15.79"%,
